 NUMBER OF REQUESTS
  400

 NUMBER OF CROSSDOCKS
  1
  
 VEHICLE CAPACITY           VEHICLE SPEED
   50                             0

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          200          200            0          1688          200          200            0         1688           1
    1          123          176           80           536          321          287         1040         1678          11
    2          108          399          219           435          234           20         1118         1680           9
    3          148           94          118           381          256          385         1015         1678          19
    4           35          238          169           425          303          258         1042         1678          17
    5           29            9          256           485          356          223          863         1674          20
    6           21           82          214           416          349          324         1111         1680           9
    7          146          320          131           332          337           81         1100         1680           2
    8          160          313          119           320          237          243          863         1674           6
    9           13           59          234           435          343          134         1117         1680          19
   10          123           30          186           389          361          194         1011         1677           7
   11          156           32          173           374          330          310          980         1677          11
   12           57          124          161           368          326          335          975         1677           1
   13           92          238          114           379          209          283          927         1676          20
   14           51          205          149           350          267          221          909         1675          16
   15          131           89          130           340          280            5         1002         1677          11
   16          195          148           52           253          369            6         1091         1679          15
   17          162          316          122           323          359          157         1086         1679          16
   18          184          233           36           237          239          252         1090         1679          18
   19           29           86          205           406          328            8         1166         1681           7
   20          129           53          163           474          340          276         1194         1682          11
   21           55          115          168           377          332          124          863         1674           1
   22           16          114          203           596          393          246          863         1674          17
   23           73          126          146           347          348          319         1115         1680          10
   24           91           61          176           504          361          287         1072         1679           7
   25          117          148           97           497          353           65          993         1677           1
   26           60          319          183           385          244           50          986         1677          19
   27           79           95          160           361          255           80          997         1677           3
   28           35          160          169           492          319          115         1009         1677           3
   29          161          124           85           552          358          309         1077         1679           6
   30           85          128          135           486          232          131          867         1674           1
   31          152          361          168           374          211          153          949         1676          16
   32          151          231           57           261          327          115          958         1676           8
   33          108           75          155           429          210          294          897         1675           9
   34           33          226          169           374          264          341          952         1676          14
   35           26           70          217           418          309           53          976         1677          16
   36           45          291          179           607          303          358          984         1677          20
   37           30           39          234           435          378          118         1138         1680           2
   38           78           85          167           373          329          208          920         1675           9
   39            4          307          223           552          232          127          905         1675           5
   40          151          188           50           251          368           63         1042         1678          12
   41           14           53          237           456          280          224          944         1676          16
   42          125          182           77           278          348          102         1171         1681          15
   43          116          102          129           392          319          160          929         1676          13
   44          192          268           68           269          220          337          939         1676           7
   45          142          238           69           440          264           69         1212         1682           3
   46           81          290          149           362          231          229          978         1677          15
   47           21          255          187           392          290           82         1061         1679           1
   48          137          132           92           303          207          185          863         1674          18
   49          147          376          183           389          353          357         1047         1678          12
   50          163          270           79           280          324          184          928         1676          19
   51          158           85          122           365          305          255          972         1677           8
   52           75          238          130           331          381           27         1080         1679           4
   53          122          105          122           324          312          247          961         1676           8
   54           13          220          188           455          384          307         1149         1681           9
   55           46          197          154           495          375          294         1164         1681          11
   56           97          387          213           446          274          247          985         1677           8
   57          184           69          131           346          225           53         1006         1677           7
   58          158          121           89           410          292          392         1074         1679           5
   59          184          235           38           239          267          321          947         1676          10
   60          143          159           70           276          228           96         1071         1679           4
   61           87          147          124           338          334          186         1010         1677          17
   62           48          304          184           478          339            3         1117         1680           5
   63           76           72          178           386          213          216          863         1674           3
   64            1          335          240           524          303          112          977         1677           5
   65          157          220           47           251          307          396          863         1674          18
   66          123          159           87           288          299          227          890         1675          18
   67           52           94          182           387          230          234          863         1674          16
   68          140          344          156           357          299          399         1060         1679          11
   69          168           15          187           443          366          340         1045         1678          19
   70           92          384          213           414          234            7         1036         1678           1
   71           59           51          205           530          327           11         1169         1681           3
   72          100           10          214           487          348          189          938         1676          14
   73           84          293          148           358          266          234          864         1674           7
   74           66          118          157           598          206            7         1046         1678           7
   75           98          107          138           339          260          352         1004         1677          12
   76          103          154          107           597          202            6         1042         1678           1
   77           70           81          176           392          325          311          961         1676           1
   78          148           71          139           342          259          285          918         1675          12
   79            6           62          238           440          366           97         1075         1679          18
   80          165          335          139           343          400          373         1073         1679           4
   81           80          282          145           370          377          144         1078         1679           2
   82           73          124          148           407          200          144          981         1677          17
   83           59           89          179           656          390          376         1173         1681          19
   84          125          175           79           305          206          286         1049         1678           9
   85           52          251          156           409          208           86         1090         1679           5
   86           52          301          179           461          384          294         1082         1679           1
   87          192          200            8           377          315          237          952         1676          16
   88          136          373          184           387          392           14         1117         1680           3
   89           36          288          186           438          269          203          971         1677           5
   90          142          385          193           394          248          286          892         1675          18
   91           40          314          196           520          391           42         1050         1678          18
   92           66            5          236           441          344          154         1079         1679           1
   93           54          341          202           404          250          340         1117         1680           2
   94          101           99          141           386          243          287          931         1676          20
   95          186          179           25           306          362          383          960         1676          17
