 NUMBER OF REQUESTS
  300

 NUMBER OF CROSSDOCKS
  1
  
 VEHICLE CAPACITY           VEHICLE SPEED
   50                             0

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          150          150            0          1206          150          150            0         1206          20
    1           71          268          179           343          183           80          670          935           1
    2          140          214          103           271          174          238          753         1043           8
    3           47          203          175           432          166          123          650          918           4
    4           86          216          139           342          287          293          816         1053           2
    5          107           29          180           402          247           19          722          977           8
    6          148          157           45           208          152           29          753         1002           8
    7           92          241          147           316          212          270          756         1004           5
    8          119          254          148           322          291          148          758         1006          20
    9           99          226          165           483          162          148          650          919          15
   10           56          116          138           303          266          212          746          996          16
   11          110           31          163           326          175          107          650          918          16
   12           17            0          249           460          184          277          650          918           5
   13           96           86          121           284          176          235          738          990          20
   14          136          228          125           324          170           53          739          990          14
   15          100          138           89           252          154          101          687          948          10
   16           16           42          210           375          227           62          778         1062           7
   17           67          175          125           290          209          269          729          982           5
   18           72          286          194           357          207          149          650          918          20
   19          116           14          209           505          296          211          650          918          16
   20           26           27          212           377          254           87          766         1013           8
   21           37           14          218           397          201          175          705          963          14
   22            1           11          243           415          268          113          796         1116          18
   23           74          117          159           488          159           89          717          994           5
   24           75          191          153           442          175          294          801         1059          14
   25           99          105          127           380          282           76          811         1084          17
   26            6          168          192           394          176          153          699         1040           2
   27           29            8          229           414          207           20          728          981          12
   28            9           30          223           386          289          143          650          918           8
   29           90           44          159           322          166          194          672          936           3
   30           57            7          221           440          295          123          650          918          12
   31          106          243          143           316          207          237          671          935           7
   32           85           62          150           325          208          235          690          951          15
   33          136           50          138           301          267           29          784         1027          19
   34           42          221          179           397          206          121          723         1014           2
   35           60          287          210           411          227            5          784         1027          16
   36           63          170          145           387          151          133          650          918          18
   37          106          168           88           264          222          100          733          985          10
   38           73           81          141           304          152           77          725          989          20
   39           97          232          135           298          225          192          683          945           9
   40          112           43          151           314          150          104          694          954           4
   41          135          251          147           341          296          252          785         1028           7
   42           72           20          189           352          214            6          744          994           4
   43           85           75          141           323          252          219          785         1072           9
   44           52          165          149           366          182          284          776         1021          19
   45           54          136          139           323          259          187          766         1017          10
   46           34          150          160           353          153           61          681          943          18
   47           37          258          197           376          211          174          746         1104          17
   48           29          130          165           350          199           28          797         1092          14
   49           40          181          161           362          274          136          775         1023          17
   50           61          138          129           300          226          248          785         1067           4
   51          122          127           74           237          203           36          719          974          14
   52          126          266          181           452          192          150          650          918           3
   53           19          290          235           425          183           88          670          935           1
   54           30          243          202           418          165          179          650          918          18
   55           24          261          205           369          172          198          721         1039           8
   56          149           76          141           432          209           84          650          918          17
   57            1           81          203           373          181          145          729         1149          12
   58           47          153          140           304          206          157          717         1011          19
   59          125          148           62           226          256          286          825         1071           5
   60          109          148           82           261          234          107          719          974          14
   61           15           52          218           441          290           37          786         1028           2
   62          108          162          115           422          165          256          768         1054           3
   63          147          240          127           291          188           69          727          980           8
   64           93          165           97           262          242           70          777         1039          13
   65           72          180          123           297          224           61          710          967           5
   66           44          286          210           373          283          275          808         1046          15
   67           47          121          145           313          289          130          764         1011          10
   68           30          145          160           332          159          266          773         1045          14
   69            2          238          210           373          198          159          713         1022           7
   70           34            5          227           408          155           93          682          944          11
   71          103            8          187           350          201          122          650          918          17
   72           30          149          163           349          278          178          734          987           5
   73           63          130          127           292          203          183          721         1006          14
   74          107          174          118           414          276           28          812         1050          17
   75           57          123          157           419          199          213          699          958           3
   76           14          177          176           339          274            6          831         1065          15
   77           84          231          155           375          156          182          696         1005          15
   78           56          212          152           324          168           42          722          976          11
   79           52          109          148           332          272          211          774         1019           1
   80           88          190          111           274          153          226          734         1017           3
   81           11          191          202           448          250          194          743          994          14
   82          124          174           92           336          243          136          717          972          14
   83          127          266          159           337          221          145          770         1188          17
   84          139           31          179           435          296          235          831         1109          14
   85           59          113          136           299          175          123          653          921           3
   86           76          160          112           275          271          105          799         1109           4
   87           45          190          150           313          169          236          757         1071           3
   88          145           38          150           313          160          179          650          918          14
   89           44          189          160           367          200           26          769         1015          14
   90          125          168           97           385          189          197          674          937           7
   91          120          155           68           231          183           44          706          964          19
   92          120           60          141           340          271            8          819         1055           8
   93           15          259          212           378          161          242          696          956           1
   94          129           77          113           277          230          150          732          995          18
   95           29          139          159           322          260           64          762         1009          20
   96          126           42          148           311          237          171          650          918          17
   97          136           68          138           377          263          291          820         1056          13
   98           64           91          168           442          246           93          729          982           1
   99          148           28          159           323          250          124          774         1092           2
  100          103           93          111           274          188          142          696          982          11
  101           37          159          176           445          241          218          706          963          11
  102           75          269          205           485          183           23          720          975          11
  103          126          127           71           234          217          138          661          927          15
  104          103           81          145           409          262          164          669          934          17
  105           18          196          204           483          259           14          802         1041           7
  106           88           49          160           339          178          263          777         1060          10
  107           60          176          139           338          209          246          779         1081          11
  108           15           88          210           477          275          263          809         1047          13
  109           45           74          167           330          183           43          783         1101          20
  110           37          149          159           356          170           93          691          952          11
  111           59          287          202           365          167          171          650          918          16
  112          139          110           80           248          227          192          738          994          14
  113          136          295          199           428          236           27          753         1002          16
  114          132           16          187           414          243          191          756         1023           4
  115          140           18          187           422          157           84          755         1140           7
  116            4           97          193           357          162           92          710          969          19
  117          133          153           93           421          150          185          650          918           8
  118           71          294          202           365          151          113          650          918           9
  119          133          187           78           241          184          237          712          969           4
  120          136          241          141           351          230          128          701          960          13
  121          139          146           49           212          198          100          685          947           7
  122           15          178          175           338          160           17          729          983          15
  123           41          279          222           450          180           93          658          925          20
  124           96           96          119           303          189           41          700          959          20
  125          137          212          124           385          176          263          777         1061           4
  126            8          227          200           365          263          193          766         1012          19
  127          117          155           77           265          220           43          737          989          16
  128          113            4          191           365          296           17          807         1045           8
  129          114          259          153           319          217           43          791         1086          12
  130           38           74          187           411          150           67          674          938          10
  131          148          172           66           256          163          150          650          918          18
  132          139          250          138           302          167          193          670          935          14
  133          112          161           83           274          157          254          759         1024          20
  134          127           77          116           290          187          129          650          918          13
  135          147          152           64           326          234          146          680          943          10
  136          131          222          112           275          262           14          792         1034           6
  137           43           62          177           342          239           84          704          962          14
  138           96          199          127           362          152          241          675          939          13
  139           31           68          188           380          183          282          701          960          11
  140           14          204          187           364          186           26          779         1025          13
  141          121          116           82           245          175          281          725          979          15
  142           88          110          111           274          189          201          670          934          18
  143           25          119          168           338          238          294          792         1034           6
  144          108           80          126           318          250           49          780         1024          11
  145          107          281          175           338          157          221          718          973           1
  146          118           38          159           342          213          299          785         1028           5
  147          109          299          201           404          271          106          789         1069           1
  148          128          225          133           369          158          140          691         1051           8
  149           69           90          138           301          272          183          779         1033          13
  150           12           10          234           398          203          166          650          918          16
  151          109           61          136           301          205          130          737         1090           1
  152           11          176          210           505          248          280          768         1014          12
  153          140          294          198           432          297           43          838         1095          10
  154           51            2          215           379          247           86          712          969          12
  155          102          155           86           249          248           41          741          992          11
  156           75          265          175           338          246          166          700          959           6
  157          116          240          174           509          216           40          729          982           3
  158           30          226          179           343          282          104          781         1024          18
  159           27          255          199           362          253           84          704          962          13
  160           94           93          129           343          255          203          778         1059          14
  161           57          127          133           296          164          108          679          942           7
  162           16           22          225           396          266          203          650          918          11
  163           80          133          154           505          228          217          718          973           7
  164           75          127          127           340          253           69          754         1002          18
  165            9          239          207           380          180          114          650          918          15
  166          110           83          130           357          250          228          781         1042           9
  167          102          173          115           384          228          276          811         1095           4
  168           28          141          160           323          166           99          689          950           8
  169            5          189          212           479          179          123          695          975          13
  170           44          223          166           330          208          297          790         1032          14
  171            1          145          222           533          241          298          787         1030          12
  172           69          134          120           284          151          172          650          918           7
  173           24           76          198           425          216          203          735          988          11
  174           94           12          191           376          241          208          758         1009          18
  175           14          165          188           411          219          152          675          939           9
  176          114          117           86           249          238          214          777         1084           3
  177           48          141          140           303          173          148          712         1106           2
  178           28          124          163           332          156           57          689          950           1
  179           12          275          224           387          157           50          731          984          11
  180            8          200          202           426          276           66          747          997           6
  181          123           76          117           285          190          181          650          918          17
  182          108            3          216           491          224          138          650          918           3
  183          147           43          144           308          154          207          650          918           9
  184           76          221          151           362          172            2          753         1002          18
  185           29           72          187           375          186          228          650          918          14
  186           57          192          176           494          191           49          747          997          11
  187           69          208          170           472          246          133          672          937           3
  188          112          272          166           332          220           18          743          994          16
  189          111           40          156           326          182          146          718         1098           1
  190          125          278          207           533          223          198          689          950          16
  191          102           81          122           286          244           13          816         1054           1
  192           47          143          141           305          274           66          745          995          19
  193           40            1          233           438          294           64          824         1083          18
  194          135           38          150           314          262           80          756         1004          20
  195          124          299          201           419          180           98          650          918          17
  196           36          212          167           330          188          198          666          932           4
  197           89           61          185           515          239          295          796         1037          20
  198           60           72          173           409          152          258          740          991          20
  199           83          188          114           278          181          297          803         1054           3
  200           11          242          207           383          206          130          680          943          12
  201           15          219          207           447          241          183          676          939           5
  202            8            4          241           405          180          106          705          972          14
  203          102           76          130           311          173          152          650          918          10
  204            4          296          244           409          235           31          784         1027           7
  205          141          120           69           232          157           12          735          987           3
  206           78          246          179           433          296           15          850         1084          19
  207          139           33          155           321          172          225          739         1028           9
  208           25          191          172           347          158           83          719          982          16
  209           82          100          122           285          254          206          779         1061          11
  210            3          119          190           364          236          108          754         1035          11
  211           80          131          110           273          224          229          707          965          14
  212          131          220          110           273          208          117          716          972           7
  213          103          260          158           327          176           72          740         1019           5
  214          148            8          226           533          159          287          650          918           2
  215           57          125          137           312          261          232          725          979          17
  216           51           63          169           332          277           41          761         1008          11
  217           51          217          173           407          189          240          718          974           5
  218          149           98           92           264          212           45          745          996          19
  219           25           64          201           413          231           28          779         1023          18
  220          135          210          100           264          159           42          756         1004           5
  221          113          188          103           318          159           41          755         1004           6
  222          142          188           76           239          229          188          739          997          19
  223           11          185          181           348          232          121          755         1067           3
  224           99           73          131           298          181          277          732          985          15
  225          110          262          156           320          281           68          813         1082          10
  226           15            2          248           457          159          300          650          918          19
  227           72           89          146           349          288          127          732          985          18
  228           98          129          113           359          230           80          774         1083           9
  229          139          270          158           322          182           81          708          966          10
  230          143          244          132           295          159          199          699          958          12
  231          105          252          153           336          280          158          764         1011          12
  232           76          280          193           381          215          295          810         1052           6
  233           61           84          188           523          213          119          728         1008           6
  234           38          139          150           313          229          179          753         1068           1
  235           37           36          198           363          283           65          757         1005           4
  236           81          219          135           298          229           25          797         1038           8
  237          121          246          138           301          274          256          756         1004          11
  238          129           83          108           271          234          213          670          935           5
  239           87          183          116           312          283          144          736          988          16
  240           46          155          151           354          208           47          718          974           2
  241          139          206           94           258          154          299          777         1022           7
  242          114          211          108           271          229           40          796         1076           9
  243           15          209          189           372          289           79          755         1003          20
  244          107          291          185           348          177          281          788         1045          12
  245          101          114          157           533          175          251          755         1009           2
  246            5          195          198           397          210          236          724          979          16
  247          120          241          136           309          173           64          728          981           2
  248           83           77          137           300          211           62          769         1059           6
  249           80           35          176           358          230          135          713          969          15
  250          117           79          116           279          220          182          650          918          19
  251            3          135          185           348          246          123          710          967          10
  252           58          240          167           333          300           44          840         1097          12
  253           93          117          103           266          208          208          696          956           9
  254           80           86          132           295          173           72          740         1022           5
  255          125          136           66           229          265           78          785         1028           7
  256           38           44          192           355          272           70          745          995          18
  257           45          115          148           311          271          145          707          965          15
  258           40          236          191           413          184          102          652          920          16
  259          143           67          123           294          251          195          695          955          18
  260           20          245          210           420          296          279          788         1030          17
  261            9           63          209           397          195            9          739          990           8
  262           53          141          135           298          158          291          650          918           9
  263          143          223          111           274          297          213          774         1019           2
  264          126          233          140           374          205           44          770         1018          13
  265          131           78          128           361          281            8          829         1063           2
  266            7           31          225           396          232           45          765         1012          18
  267          107           39          174           412          266           39          749          999          12
  268          110          145           78           241          225          210          724          978          12
  269          111           98          116           337          203          283          800         1066           2
  270           18          151          170           337          289          209          794         1035           7
  271            9          122          186           371          279          189          782         1025           5
  272           33          231          191           400          284           72          746          996           8
  273           25           14          232           437          228           41          763         1010           7
  274           23          218          184           358          202          161          715         1015           5
  275          117          178          109           391          162          250          688          950          11
  276           40          192          161           351          299          153          749          999           9
  277          116          245          139           306          202          292          819         1120          20
  278            4          294          244           415          238          206          706          964          12
  279           88          124          105           270          275          146          728          982          14
  280           51          278          202           377          194          234          747         1005           6
  281           26            0          237           423          279           36          814         1051           3
  282           80           67          159           380          238          103          731          984          16
  283          128          155           60           223          194           11          796         1039          10
  284           18          184          184           392          265          141          700          959           3
  285          135          139           56           219          264           35          758         1006          20
  286          132          297          186           349          285          285          824         1060          16
  287           43           52          183           346          211          239          749          999           1
  288          119          214          112           292          233          119          736          988           6
  289           72           36          181           367          191          234          718          974           3
  290          108          298          195           373          265          197          758         1006          10
  291           64          170          145           388          285          283          799         1039           2
  292          117          168          110           422          298          135          754         1002          10
  293          113           62          133           296          290          219          783         1027          11
  294           82           35          179           377          293           62          787         1029          16
  295          122           96           98           261          284          244          823         1093          14
  296          119          183           90           284          214          234          743          994          12
  297           94          109          120           339          176           70          741         1018          13
  298          148          299          204           442          225           73          774         1076           6
  299            2           81          203           377          157          276          650          918          15
  300           37          126          154           324          208          290          750          999           6
