 NUMBER OF REQUESTS
  300

 NUMBER OF CROSSDOCKS
  1
  
 VEHICLE CAPACITY           VEHICLE SPEED
   50                             0

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          150          150            0          1206          150          150            0         1206          20
    1           71          268          142           343          183           80          670         1182           1
    2          140          214           64           271          174          238          799         1192           8
    3           47          203          115           432          166          123          650         1180           4
    4           86          216           91           342          287          293          816         1193           2
    5          107           29          128           402          247           19          722         1186           8
    6          148          157            7           208          152           29          753         1188           8
    7           92          241          107           316          212          270          756         1188           5
    8          119          254          108           322          291          148          758         1188          20
    9           99          226           91           483          162          148          650         1180          15
   10           56          116           99           303          266          212          746         1187          16
   11          110           31          125           326          175          107          650         1180          16
   12           17            0          200           460          184          277          650         1180           5
   13           96           86           83           284          176          235          739         1187          20
   14          136          228           79           324          170           53          739         1187          14
   15          100          138           51           252          154          101          687         1183          10
   16           16           42          172           375          227           62          822         1193           7
   17           67          175           86           290          209          269          729         1186           5
   18           72          286          156           357          207          149          650         1180          20
   19          116           14          140           505          296          211          650         1180          16
   20           26           27          174           377          254           87          766         1189           8
   21           37           14          176           397          201          175          705         1184          14
   22            1           11          203           415          268          113          885         1198          18
   23           74          117           82           488          159           89          740         1187           5
   24           75          191           85           442          175          294          822         1193          14
   25           99          105           68           380          282           76          850         1195          17
   26            6          168          145           394          176          153          791         1191           2
   27           29            8          186           414          207           20          728         1186          12
   28            9           30          185           386          289          143          650         1180           8
   29           90           44          121           322          166          194          672         1182           3
   30           57            7          170           440          295          123          650         1180          12
   31          106          243          102           316          207          237          671         1182           7
   32           85           62          109           325          208          235          690         1183          15
   33          136           50          100           301          267           29          784         1190          19
   34           42          221          129           397          206          121          764         1189           2
   35           60          287          163           411          227            5          784         1190          16
   36           63          170           89           387          151          133          650         1180          18
   37          106          168           47           264          222          100          733         1186          10
   38           73           81          103           304          152           77          736         1187          20
   39           97          232           97           298          225          192          683         1183           9
   40          112           43          113           314          150          104          694         1184           4
   41          135          251          102           341          296          252          785         1190           7
   42           72           20          151           352          214            6          744         1187           4
   43           85           75           99           323          252          219          835         1194           9
   44           52          165           99           366          182          284          776         1190          19
   45           54          136           97           323          259          187          771         1189          10
   46           34          150          116           353          153           61          681         1183          18
   47           37          258          156           376          211          174          867         1197          17
   48           29          130          122           350          199           28          858         1196          14
   49           40          181          114           362          274          136          779         1190          17
   50           61          138           89           300          226          248          829         1194           4
   51          122          127           36           237          203           36          719         1185          14
   52          126          266          118           452          192          150          650         1180           3
   53           19          290          191           425          183           88          670         1182           1
   54           30          243          151           418          165          179          650         1180          18
   55           24          261          167           369          172          198          792         1191           8
   56          149           76           74           432          209           84          650         1180          17
   57            1           81          164           373          181          145          915         1201          12
   58           47          153          103           304          206          157          760         1189          19
   59          125          148           25           226          256          286          837         1194           5
   60          109          148           41           261          234          107          719         1185          14
   61           15           52          166           441          290           37          786         1190           2
   62          108          162           43           422          165          256          813         1193           3
   63          147          240           90           291          188           69          727         1186           8
   64           93          165           58           262          242           70          797         1191          13
   65           72          180           83           297          224           61          710         1185           5
   66           44          286          172           373          283          275          808         1192          15
   67           47          121          107           313          289          130          764         1189          10
   68           30          145          120           332          159          266          803         1192          14
   69            2          238          172           373          198          159          772         1190           7
   70           34            5          185           408          155           93          682         1183          11
   71          103            8          149           350          201          122          650         1180          17
   72           30          149          120           349          278          178          734         1187           5
   73           63          130           89           292          203          183          754         1188          14
   74          107          174           49           414          276           28          812         1192          17
   75           57          123           96           419          199          213          699         1184           3
   76           14          177          138           339          274            6          831         1194          15
   77           84          231          104           375          156          182          751         1188          15
   78           56          212          112           324          168           42          722         1186          11
   79           52          109          106           332          272          211          774         1189           1
   80           88          190           73           274          153          226          769         1189           3
   81           11          191          144           448          250          194          743         1187          14
   82          124          174           35           336          243          136          717         1185          14
   83          127          266          118           337          221          145          963         1205          17
   84          139           31          119           435          296          235          880         1198          14
   85           59          113           98           299          175          123          653         1180           3
   86           76          160           74           275          271          105          877         1198           4
   87           45          190          112           313          169          236          830         1194           3
   88          145           38          112           313          160          179          650         1180          14
   89           44          189          112           367          200           26          769         1189          14
   90          125          168           30           385          189          197          674         1182           7
   91          120          155           30           231          183           44          706         1184          19
   92          120           60           94           340          271            8          819         1193           8
   93           15          259          173           378          161          242          696         1184           1
   94          129           77           75           277          230          150          743         1187          18
   95           29          139          121           322          260           64          762         1189          20
   96          126           42          110           311          237          171          650         1180          17
   97          136           68           83           377          263          291          820         1193          13
   98           64           91          104           442          246           93          729         1186           1
   99          148           28          122           323          250          124          856         1196           2
  100          103           93           73           274          188          142          726         1186          11
  101           37          159          113           445          241          218          706         1184          11
  102           75          269          140           485          183           23          720         1185          11
  103          126          127           33           234          217          138          661         1181          15
  104          103           81           83           409          262          164          669         1182          17
  105           18          196          139           483          259           14          802         1191           7
  106           88           49          118           339          178          263          820         1193          10
  107           60          176           93           338          209          246          844         1195          11
  108           15           88          148           477          275          263          809         1192          13
  109           45           74          129           330          183           43          866         1197          20
  110           37          149          113           356          170           93          691         1183          11
  111           59          287          164           365          167          171          650         1180          16
  112          139          110           41           248          227          192          742         1187          14
  113          136          295          145           428          236           27          753         1188          16
  114          132           16          135           414          243          191          777         1190           4
  115          140           18          132           422          157           84          908         1200           7
  116            4           97          155           357          162           92          713         1185          19
  117          133          153           17           421          150          185          650         1180           8
  118           71          294          164           365          151          113          650         1180           9
  119          133          187           40           241          184          237          712         1185           4
  120          136          241           92           351          230          128          701         1184          13
  121          139          146           11           212          198          100          685         1183           7
  122           15          178          137           338          160           17          729         1186          15
  123           41          279          168           450          180           93          658         1181          20
  124           96           96           76           303          189           41          700         1184          20
  125          137          212           63           385          176          263          822         1193           4
  126            8          227          161           365          263          193          766         1189          19
  127          117          155           33           265          220           43          737         1187          16
  128          113            4          150           365          296           17          807         1192           8
  129          114          259          114           319          217           43          850         1195          12
  130           38           74          135           411          150           67          674         1182          10
  131          148          172           22           256          163          150          650         1180          18
  132          139          250          100           302          167          193          670         1182          14
  133          112          161           39           274          157          254          779         1190          20
  134          127           77           76           290          187          129          650         1180          13
  135          147          152            3           326          234          146          680         1182          10
  136          131          222           74           275          262           14          792         1191           6
  137           43           62          138           342          239           84          704         1184          14
  138           96          199           72           362          152          241          675         1182          13
  139           31           68          144           380          183          282          701         1184          11
  140           14          204          146           364          186           26          781         1190          13
  141          121          116           44           245          175          281          725         1186          15
  142           88          110           73           274          189          201          670         1182          18
  143           25          119          128           338          238          294          792         1191           6
  144          108           80           81           318          250           49          780         1190          11
  145          107          281          137           338          157          221          718         1185           1
  146          118           38          116           342          213          299          785         1190           5
  147          109          299          154           404          271          106          832         1194           1
  148          128          225           78           369          158          140          803         1192           8
  149           69           90          100           301          272          183          790         1191          13
  150           12           10          196           398          203          166          650         1180          16
  151          109           61           97           301          205          130          850         1196           1
  152           11          176          141           505          248          280          768         1189          12
  153          140          294          144           432          297           43          865         1196          10
  154           51            2          178           379          247           86          712         1185          12
  155          102          155           48           249          248           41          741         1187          11
  156           75          265          137           338          246          166          700         1184           6
  157          116          240           96           509          216           40          729         1186           3
  158           30          226          142           343          282          104          781         1190          18
  159           27          255          161           362          253           84          704         1184          13
  160           94           93           79           343          255          203          819         1193          14
  161           57          127           95           296          164          108          679         1182           7
  162           16           22          185           396          266          203          650         1180          11
  163           80          133           72           505          228          217          718         1185           7
  164           75          127           78           340          253           69          754         1188          18
  165            9          239          166           380          180          114          650         1180          15
  166          110           83           78           357          250          228          800         1191           9
  167          102          173           53           384          228          276          863         1196           4
  168           28          141          122           323          166           99          689         1183           8
  169            5          189          150           479          179          123          718         1185          13
  170           44          223          128           330          208          297          790         1191          14
  171            1          145          149           533          241          298          787         1190          12
  172           69          134           82           284          151          172          650         1180           7
  173           24           76          146           425          216          203          736         1187          11
  174           94           12          148           376          241          208          762         1189          18
  175           14          165          136           411          219          152          675         1182           9
  176          114          117           48           249          238          214          847         1195           3
  177           48          141          102           303          173          148          866         1197           2
  178           28          124          124           332          156           57          689         1183           1
  179           12          275          186           387          157           50          731         1186          11
  180            8          200          150           426          276           66          747         1187           6
  181          123           76           78           285          190          181          650         1180          17
  182          108            3          152           491          224          138          650         1180           3
  183          147           43          107           308          154          207          650         1180           9
  184           76          221          102           362          172            2          753         1188          18
  185           29           72          143           375          186          228          650         1180          14
  186           57          192          102           494          191           49          747         1187          11
  187           69          208           99           472          246          133          672         1182           3
  188          112          272          127           332          220           18          743         1187          16
  189          111           40          116           326          182          146          858         1197           1
  190          125          278          130           533          223          198          689         1183          16
  191          102           81           84           286          244           13          817         1193           1
  192           47          143          103           305          274           66          745         1187          19
  193           40            1          185           438          294           64          851         1195          18
  194          135           38          113           314          262           80          756         1188          20
  195          124          299          151           419          180           98          650         1180          17
  196           36          212          129           330          188          198          666         1181           4
  197           89           61          107           515          239          295          796         1191          20
  198           60           72          119           409          152          258          740         1187          20
  199           83          188           77           278          181          297          816         1193           3
  200           11          242          166           383          206          130          680         1183          12
  201           15          219          151           447          241          183          676         1182           5
  202            8            4          203           405          180          106          715         1185          14
  203          102           76           88           311          173          152          650         1180          10
  204            4          296          206           409          235           31          784         1190           7
