 NUMBER OF REQUESTS
  500

 NUMBER OF CROSSDOCKS
  1
  
 VEHICLE CAPACITY           VEHICLE SPEED
   50                             0

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          250          250            0          1925          250          250            0         1925          11
    1          171           34          310           514          439          237         1074         1459          12
    2           67          190          289           538          377          385          929         1354          10
    3           80          400          283           427          449          428         1237         1651           4
    4           83          290          228           372          342          481         1181         1542          13
    5          164          320          169           319          466          149         1118         1491          12
    6           52          412          313           461          251           63         1123         1507           7
    7          144          331          191           341          328          491         1134         1502           9
    8          104          349          258           466          260          472         1181         1591           4
    9           28          467          385           575          290          145         1061         1487           6
   10           91          427          294           438          266          221          982         1431           6
   11          210          276          104           248          485          104         1115         1488          14
   12           58           39          342           488          387          394         1058         1447          18
   13           41          232          266           411          472           57         1173         1530          10
   14           25           53          359           515          343          276         1016         1417          12
   15           52           18          361           506          429          476         1214         1559           9
   16           27          444          373           571          273          300          981         1392           8
   17          178           72          248           393          406          460         1134         1502          18
   18          233           87          227           389          250          328         1029         1466          18
   19           60            5          366           511          492           34          929         1354          19
   20          245           42          307           562          412          100         1122         1493          19
   21          166          345          183           327          406          408         1104         1481           1
   22           32          319          298           477          440          294         1128         1505          10
   23            0          188          317           471          370          382          929         1354           6
   24          132          477          332           529          480          136         1179         1534           2
   25          203          211          150           379          371          163         1020         1420          16
   26            2          264          355           626          438            5         1213         1558          11
   27          231          167          226           584          423          221         1041         1435           1
   28          130          494          352           557          459           53         1236         1613           1
   29           31          175          292           448          386          154         1076         1460          10
   30           69          423          307           451          352          241          933         1357          19
   31           59          276          253           409          261          201          979         1391          12
   32          146          188          247           569          451           62         1152         1515           2
   33          142          372          275           561          299          285          937         1360          20
   34          219          210          155           423          440          201         1127         1500          15
   35           64          198          250           395          390          249         1070         1459           6
   36            9          101          382           633          424          288         1115         1503           3
   37           77          372          268           413          298          264         1066         1613           1
   38          225          369          178           322          405          454         1194         1562          14
   39          117          178          211           363          407           35         1207         1577           7
   40          132          479          337           542          347          459         1143         1509           6
   41          201           66          248           398          470          138         1198         1590          20
   42          245          176          188           478          348          476         1160         1521          12
   43          115          296          229           450          327          139         1117         1587          16
   44           43          210          273           435          356          256         1086         1560           1
   45           49          353          282           426          335           99         1026         1424           3
   46           33          278          279           432          363           34         1170         1528           4
   47           86          189          231           375          366          288         1058         1461           1
   48          218          403          212           357          452          172         1159         1545          12
   49          218           12          296           441          262          369         1014         1416          14
   50          228          399          207           351          492          188         1222         1645          19
   51          210          113          199           343          267          174          969         1383          10
   52          241          180          169           420          274          441         1124         1500           6
   53          100           85          279           423          370          262         1017         1418           1
   54          114          102          320           623          303          186          965         1381           7
   55           21          146          315           479          350          199          980         1391           7
   56          201          278          113           257          500          228         1198         1580           8
   57          105          137          241           388          251          238          967         1431          10
   58           64          437          321           467          345          146         1059         1448           8
   59          181          260          158           384          330          147         1060         1451           9
   60          232          101          206           351          476           61         1147         1511          19
   61          108           37          335           537          386          245         1071         1468          18
   62            5          224          303           449          421          499         1195         1546          20
   63           93          413          282           427          426          231         1078         1462          20
   64          210           29          294           472          413          391         1174         1585           9
   65          136          265          174           326          370          493         1184         1538           6
   66          111          178          269           558          447          267         1124         1495          17
   67           57          183          262           412          371          332         1099         1521          11
   68          181          185          151           295          447          383         1124         1495          18
   69            7          382          341           507          325          147         1059         1454          11
   70          174           41          279           425          489          437         1243         1601          17
   71          161          276          149           294          415           95         1108         1483           4
   72          210          379          283           661          331          356         1012         1414           2
   73           60          231          247           391          374          346         1091         1481           8
   74           44          115          339           575          409          155         1053         1444          19
   75           48          293          263           407          291          251          929         1354          14
   76           64          135          275           419          322          290         1107         1657           2
   77           65           62          335           518          425          448         1146         1510          14
   78           68          303          254           419          398           49         1187         1555          14
