 NUMBER OF REQUESTS
  500

 NUMBER OF CROSSDOCKS
  1
  
 VEHICLE CAPACITY           VEHICLE SPEED
   50                             0

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          250          250            0          1925          250          250            0         1925          11
    1          171           34          432           514          439          237         1074         1741          12
    2           67          190          439           538          377          385          929         1699          10
    3           80          400          369           427          449          428         1300         1817           4
    4           83          290          314           372          342          481         1186         1773          13
    5          164          320          259           319          466          149         1118         1753          12
    6           52          412          402           461          251           63         1134         1760           7
    7          144          331          281           341          328          491         1134         1758           9
    8          104          349          383           466          260          472         1227         1793           4
    9           28          467          499           575          290          145         1093         1752           6
   10           91          427          381           438          266          221         1014         1730           6
   11          210          276          190           248          485          104         1115         1752          14
   12           58           39          429           488          387          394         1058         1736          18
   13           41          232          353           411          472           57         1173         1769          10
   14           25           53          452           515          343          276         1016         1724          12
   15           52           18          448           506          429          476         1214         1780           9
   16           27          444          492           571          273          300          981         1714           8
   17          178           72          335           393          406          460         1134         1758          18
   18          233           87          324           389          250          328         1062         1744          18
   19           60            5          453           511          492           34          929         1699          19
   20          245           42          461           562          412          100         1122         1754          19
   21          166          345          269           327          406          408         1104         1749           1
   22           32          319          406           477          440          294         1134         1759          10
   23            0          188          409           471          370          382          929         1699           6
   24          132          477          451           529          480          136         1179         1771           2
   25          203          211          288           379          371          163         1020         1725          16
   26            2          264          518           626          438            5         1213         1780          11
   27          231          167          442           584          423          221         1041         1731           1
   28          130          494          475           557          459           53         1268         1802           1
   29           31          175          386           448          386          154         1076         1741          10
   30           69          423          393           451          352          241          933         1701          19
   31           59          276          347           409          261          201          979         1714          12
   32          146          188          441           569          451           62         1152         1763           2
   33          142          372          447           561          299          285          937         1702          20
   34          219          210          317           423          440          201         1129         1757          15
   35           64          198          337           395          390          249         1073         1741           6
   36            9          101          533           633          424          288         1127         1758           3
   37           77          372          355           413          298          264         1201         1802           1
   38          225          369          264           322          405          454         1209         1782          14
   39          117          178          302           363          407           35         1226         1788           7
   40          132          479          460           542          347          459         1143         1760           6
   41          201           66          338           398          470          138         1234         1793          20
   42          245          176          363           478          348          476         1160         1765          12
   43          115          296          362           450          327          139         1199         1791          16
   44           43          210          370           435          356          256         1164         1781           1
   45           49          353          369           426          335           99         1026         1727           3
   46           33          278          371           432          363           34         1170         1768           4
   47           86          189          318           375          366          288         1070         1742           1
   48          218          403          299           357          452          172         1181         1775          12
   49          218           12          383           441          262          369         1014         1724          14
   50          228          399          293           351          492          188         1289         1814          19
   51          210          113          285           343          267          174          969         1711          10
   52          241          180          320           420          274          441         1129         1757           6
   53          100           85          366           423          370          262         1017         1724           1
   54          114          102          502           623          303          186          965         1710           7
   55           21          146          413           479          350          199          980         1714           7
   56          201          278          199           257          500          228         1225         1789           8
   57          105          137          329           388          251          238         1008         1730          10
   58           64          437          409           467          345          146         1059         1736           8
   59          181          260          294           384          330          147         1062         1737           9
   60          232          101          293           351          476           61         1147         1761          19
   61          108           37          456           537          386          245         1080         1744          18
   62            5          224          391           449          421          499         1195         1775          20
   63           93          413          369           427          426          231         1078         1742          20
   64          210           29          400           472          413          391         1220         1791           9
   65          136          265          265           326          370          493         1184         1772           6
   66          111          178          443           558          447          267         1124         1755          17
   67           57          183          352           412          371          332         1136         1765          11
   68          181          185          237           295          447          383         1124         1755          18
   69            7          382          441           507          325          147         1064         1739          11
   70          174           41          367           425          489          437         1261         1797          17
   71          161          276          236           294          415           95         1108         1750           4
   72          210          379          511           661          331          356         1012         1723           2
   73           60          231          334           391          374          346         1100         1750           8
   74           44          115          481           575          409          155         1053         1735          19
   75           48          293          349           407          291          251          929         1699          14
   76           64          135          361           419          322          290         1254         1819           2
   77           65           62          445           518          425          448         1146         1761          14
   78           68          303          353           419          398           49         1199         1779          14
   79          147           30          392           452          453          360         1190         1777          14
   80           89          358          359           426          367           97         1099         1748           7
   81           20          480          476           537          488            3         1263         1794          13
   82          111          392          341           399          404          207          995         1718          15
   83          248          176          257           330          263          418         1140         1764          12
   84           29          462          494           570          384          149         1222         1797           5
   85          148          462          434           514          340          416         1093         1746           2
   86           44          140          380           440          271          128         1067         1740          11
   87          216          341          240           298          488          173         1262         1804          12
   88          211          411          308           366          439          156         1066         1738          11
   89          178          150          316           393          389          156          929         1699          18
   90          186          135          321           398          267          162          957         1707          20
   91           11          403          426           484          413          476         1177         1770           1
   92          200           27          409           482          352          481         1159         1765           7
   93           45          166          385           451          264          135         1071         1743          11
   94          126          391          330           388          414          378         1266         1810          13
   95           92           18          424           482          392           95         1074         1741          15
   96          182          480          384           443          317           45         1143         1760          16
   97           44          344          442           529          428          302         1142         1763           9
   98          170          347          294           362          450           45         1260         1798          17
   99          124          448          377           435          453          318         1088         1745           6
  100           75          118          417           497          433          447         1197         1776          19
  101          105          474          443           515          272          420         1059         1736          14
  102          134          211          265           323          429           59         1157         1764           9
  103          211          248          226           301          498          171         1186         1773          12
  104          212          186          224           284          487          320         1123         1755          13
  105           67          378          366           424          490          276         1103         1749          19
  106            7           82          449           511          293          228          929         1699           6
  107           78          406          402           471          343          205         1049         1736          15
  108          103          123          579           733          385          285         1058         1736           4
  109          241           38          355           413          457          492         1194         1775          19
  110          224            3          425           497          398          210         1035         1729          20
  111           13          214          534           652          492          335         1362         1842           3
  112          135          400          335           394          497          483         1269         1796           3
  113          215          293          199           258          440          436         1309         1820           6
