 NUMBER OF REQUESTS
 50

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          720683     6220162        413         533          532891      6223718        815          935           4
    2          721520     6174303        414         534          498716      6221569        853          973           17
    3          718607     6191423        400         520          573516      6226689        831          951           10
    4          639863     6162558        397         517          588124      6228133        716          836           5
    5          724421     6180436        425         545          537062      6222060        797          917           4
    6          638158     6137786        360         477          602301      6147956        712          832           6
    7          685597     6157244        442         562          471662      6105055        885          1005           4
    8          657716     6156345        376         496          563954      6257950        750          870           17
    9          724079     6179620        410         530          570158      6224087        763          883           5
    10          721747     6191123        418         538          445420      6212541        979          1099           4
    11          716296     6180966        386         506          532974      6172680        788          908           8
    12          723944     6177582        398         518          575704      6232998        752          872           12
    13          724034     6180167        439         559          545234      6089613        903          1023           4
    14          718939     6174629        412         532          570063      6255827        789          909           11
    15          720260     6207482        468         588          570782      6224793        790          910           6
    16          703791     6210825        408         528          574602      6226391        775          895           7
    17          717829     6187552        438         558          571521      6221261        781          901           5
    18          689170     6099308        369         489          559352      6219725        908          1028           7
    19          704930     6173568        387         507          565931      6236972        789          909           8
    20          708746     6197146        430         550          513415      6173759        772          892           16
    21          690749     6160832        422         542          614493      6254864        757          877           5
    22          688373     6154999        360         446          572120      6223281        721          841           5
    23          718306     6174283        364         484          459228      6154062        953          1073           7
    24          720869     6177066        384         504          570702      6225042        807          927           7
    25          691570     6066322        428         548          565087      6258877        799          919           16
    26          662989     6187584        420         540          564719      6230340        773          893           8
    27          706084     6172268        368         488          568486      6219296        700          820           7
    28          718975     6218509        396         516          446675      6234221        919          1039           7
    29          708968     6203918        436         556          610120      6089327        686          806           10
    30          669697     6075756        463         583          517911      6186575        823          943           8
    31          725886     6169914        397         517          531601      6245984        853          973           14
    32          723284     6215260        444         564          505468      6088546        834          954           16
    33          659256     6195317        393         513          562601      6260684        720          840           7
    34          659835     6179337        446         566          575364      6213488        711          831           13
    35          714116     6172693        361         481          558981      6320928        890          1010           9
    36          657180     6192941        373         493          469731      6196542        787          907           16
    37          726176     6166730        419         539          551560      6153764        833          953           9
    38          718474     6177041        388         508          611072      6081222        718          838           14
    39          717873     6190872        380         500          518687      6123404        846          966           13
    40          722340     6178695        422         542          554100      6235133        743          863           12
    41          697736     6203426        381         501          582100      6258738        841          961           15
    42          723907     6179260        394         514          572151      6223469        746          866           15
    43          675100     6158539        360         451          448936      6221044        956          1076           13
    44          713247     6169397        360         475          475999      6148312        986          1106           5
    45          717550     6177078        364         484          590857      6365870        962          1082           7
    46          717011     6174870        362         482          538447      6202571        908          1028           6
    47          676191     6061763        430         550          553124      6317910        865          985           10
    48          726671     6175259        372         492          574685      6225122        795          915           8
    49          676349     6121125        360         471          508267      6200451        862          982           12
    50          685451     6073040        456         576          573408      6222752        771          891           9
