 NUMBER OF REQUESTS
 100

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          681736     6202205        392         512          545244      6157347        787          907           13
    2          701138     6151297        360         466          533203      6173313        758          878           13
    3          652039     6171578        434         554          562307      6223347        784          904           12
    4          715238     6169802        360         475          602378      6102041        731          851           3
    5          719124     6184427        375         495          548134      6158204        789          909           12
    6          723486     6178632        401         521          525924      6100351        997          1117           13
    7          723734     6174878        440         560          521959      6153840        925          1045           5
    8          719290     6179227        404         524          534033      6225018        815          935           4
    9          726163     6176155        408         528          615509      6254278        885          1005           10
    10          701535     6149745        372         492          530279      6147994        717          837           15
    11          649349     6143788        376         496          565076      6258543        837          957           10
    12          683341     6082139        437         557          521794      6186030        815          935           15
    13          693328     6218644        450         570          547316      6092003        876          996           9
    14          712360     6186497        394         514          570640      6217484        825          945           15
    15          699242     6145020        452         572          528634      6122391        762          882           8
    16          676778     6122151        410         530          531257      6123493        779          899           4
    17          727412     6176289        409         529          545983      6158761        762          882           17
    18          712877     6208050        444         564          463884      6151119        852          972           11
    19          724400     6176858        413         533          495610      6178559        848          968           10
    20          718343     6201909        429         549          574717      6227013        770          890           17
    21          701712     6223742        441         561          534643      6121290        890          1010           12
    22          724741     6180242        397         517          460548      6178831        836          956           15
    23          721167     6176441        389         509          521842      6185938        790          910           5
    24          708879     6184748        382         502          523424      6258056        935          1055           9
    25          726250     6175111        387         507          522232      6207630        859          979           10
    26          725368     6188213        401         521          533251      6224481        800          920           15
    27          638448     6078069        396         516          490296      6119537        934          1054           4
    28          647218     6141401        360         472          454074      6215598        890          1010           11
    29          719623     6184877        390         510          561445      6223124        761          881           4
    30          726534     6174565        380         500          565881      6236184        734          854           16
    31          726555     6173427        416         536          566004      6197318        733          853           5
    32          726879     6174242        400         520          495282      6178668        868          988           10
    33          718931     6204897        395         515          463932      6222681        960          1080           17
    34          727392     6174720        381         501          547291      6216789        721          841           16
    35          711619     6191107        416         536          467567      6147669        935          1055           7
    36          669461     6176873        360         460          517240      6123932        851          971           3
    37          719463     6176453        373         493          473866      6259789        882          1002           14
    38          698118     6222801        415         535          587925      6138556        700          820           3
    39          714546     6179815        363         483          551588      6085605        783          903           6
    40          724714     6216645        454         574          563211      6258136        795          915           12
    41          722784     6216221        430         550          573181      6218696        760          880           6
    42          682777     6125082        360         477          601993      6103720        695          815           8
    43          720236     6210432        393         513          542781      6198567        837          957           10
    44          720135     6210547        415         535          602138      6103629        717          837           12
    45          649712     6177489        406         526          553124      6317910        890          1010           12
    46          711706     6168817        380         500          534743      6176517        754          874           7
    47          723479     6177788        421         541          567995      6218810        784          904           9
    48          720012     6170926        360         479          568431      6218649        797          917           3
    49          691610     6194495        365         485          585805      6136132        854          974           9
    50          720139     6182013        442         562          547438      6150437        822          942           7
    51          650638     6158021        360         472          456001      6182195        806          926           14
    52          716363     6174302        363         483          573561      6220766        764          884           8
    53          714911     6181038        399         519          574202      6222406        691          811           16
    54          724924     6185533        419         539          559067      6224221        870          990           5
    55          632526     6172942        366         486          482985      6299268        843          963           6
    56          711403     6168676        400         520          530776      6123111        742          862           10
    57          714979     6193940        453         573          450058      6275276        927          1047           6
    58          682601     6209485        417         537          457059      6254341        967          1087           8
    59          686102     6142444        389         509          481833      6147085        845          965           16
    60          717131     6191935        411         531          579030      6318462        791          911           16
    61          701615     6165997        376         496          492235      6232949        785          905           17
    62          678177     6147804        360         436          569830      6223995        735          855           4
    63          710735     6222413        401         521          545397      6153675        772          892           12
    64          724704     6177700        421         541          574717      6227013        743          863           12
    65          708980     6204284        392         512          576668      6228969        740          860           6
    66          677024     6121803        434         554          587925      6138556        723          843           3
    67          722709     6177533        434         554          531010      6224730        952          1072           3
    68          698422     6156438        360         465          563296      6173743        791          911           14
    69          703229     6087958        392         512          547109      6158315        761          881           15
    70          661038     6072663        437         557          521717      6221711        886          1006           8
    71          719370     6181877        430         550          460598      6202846        855          975           12
    72          717531     6184056        370         490          562709      6259498        815          935           8
    73          722935     6174716        413         533          465298      6150065        829          949           13
    74          668369     6075589        514         634          465532      6222400        932          1052           4
    75          720196     6206480        410         530          548266      6190586        1001          1121           3
    76          718316     6180075        426         546          563600      6255182        735          855           11
    77          721720     6173931        388         508          565512      6259203        818          938           16
    78          721058     6176701        374         494          533784      6170531        764          884           14
    79          718122     6191533        384         504          496047      6100558        770          890           17
    80          725781     6175594        423         543          570902      6224382        720          840           4
    81          693224     6169382        360         461          523735      6076792        829          949           7
    82          699534     6110505        399         519          558174      6369831        816          936           10
    83          708663     6183999        408         528          572378      6227023        787          907           15
    84          686167     6208062        383         503          531595      6121089        865          985           15
    85          661986     6072956        460         580          481004      6146967        970          1090           12
    86          720053     6185559        405         525          527179      6258725        805          925           4
    87          718321     6172508        412         532          574690      6226249        719          839           10
    88          671803     6064208        488         608          587535      6144229        780          900           5
    89          667092     6201519        437         557          575096      6224663        741          861           11
    90          720256     6173988        390         510          603456      6232450        745          865           13
    91          689479     6170225        360         457          556235      6223229        852          972           4
    92          719072     6179016        389         509          507451      6267191        897          1017           4
    93          718762     6207931        435         555          485525      6131869        907          1027           13
    94          701830     6146737        360         464          526726      6238828        924          1044           10
    95          722137     6180222        369         489          609878      6089368        708          828           6
    96          715574     6181145        372         492          497885      6222434        746          866           14
    97          697462     6159686        360         461          565087      6258877        792          912           10
    98          700098     6149878        389         509          467692      6148162        917          1037           6
    99          673697     6206064        408         528          547670      6158034        735          855           12
    100          712259     6183737        366         486          568274      6227550        758          878           9
