 NUMBER OF REQUESTS
 30

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          720415     6176264        456         576          538181      6086484        763          883           16
    2          711815     6208837        417         537          588257      6139249        672          792           10
    3          710831     6168718        367         487          528913      6152557        979          1099           4
    4          662179     6199594        409         529          500074      6269745        936          1056           4
    5          720134     6210199        502         622          585053      6140355        704          824           3
    6          723050     6178505        437         557          557926      6181752        720          840           9
    7          722462     6177770        360         465          609023      6077163        769          889           3
    8          719104     6173159        425         545          507721      6199180        976          1096           3
    9          726755     6174369        368         488          522714      6075103        814          934           6
    10          718638     6205725        463         583          526981      6257531        874          994           8
    11          665308     6126823        419         539          465029      6147733        759          879           4
    12          714197     6169877        375         495          466076      6153323        826          946           3
    13          711357     6175122        360         467          468578      6147060        766          886           14
    14          712256     6183711        426         546          604134      6229591        708          828           10
    15          724312     6179850        405         525          569239      6227022        798          918           7
    16          713038     6174563        426         546          527858      6099834        944          1064           8
    17          680041     6165335        360         402          550967      6189326        695          815           16
    18          714000     6175858        401         521          460950      6153723        819          939           7
    19          729376     6171380        407         527          524269      6122271        798          918           3
    20          719162     6180836        408         528          559318      6372820        916          1036           7
    21          721643     6191903        360         477          575715      6233068        839          959           4
    22          713328     6180335        360         433          526379      6098375        843          963           15
    23          707883     6172444        360         432          551154      6085190        738          858           10
    24          718616     6178587        413         533          509955      6220242        969          1089           8
    25          692484     6114229        433         553          551548      6086116        744          864           9
    26          722535     6177884        373         493          525913      6100626        781          901           3
    27          717147     6175321        395         515          566795      6235297        761          881           6
    28          711404     6173040        360         450          571232      6217308        831          951           10
    29          725608     6177619        368         488          563362      6174239        769          889           15
    30          721531     6176620        406         526          590770      6143614        803          923           16
