 NUMBER OF REQUESTS
 50

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          681736     6202205        392         512          545244      6157347        704          824           13
    2          701138     6151297        373         493          533203      6173313        745          865           13
    3          652039     6171578        389         509          562307      6223347        777          897           12
    4          715238     6169802        360         475          602378      6102041        717          837           3
    5          719124     6184427        391         511          548134      6158204        701          821           12
    6          723486     6178632        376         496          525924      6100351        859          979           13
    7          723734     6174878        380         500          521959      6153840        852          972           5
    8          719290     6179227        423         543          534033      6225018        843          963           4
    9          726163     6176155        421         541          615509      6254278        797          917           10
    10          701535     6149745        360         468          530279      6147994        827          947           15
    11          649349     6143788        376         496          565076      6258543        819          939           10
    12          683341     6082139        484         604          521794      6186030        867          987           15
    13          693328     6218644        462         582          547316      6092003        813          933           9
    14          712360     6186497        399         519          570640      6217484        702          822           15
    15          699242     6145020        360         459          528634      6122391        845          965           8
    16          676778     6122151        360         462          531257      6123493        966          1086           4
    17          727412     6176289        409         529          545983      6158761        733          853           17
    18          712877     6208050        423         543          463884      6151119        825          945           11
    19          724400     6176858        402         522          495610      6178559        823          943           10
    20          718343     6201909        428         548          574717      6227013        728          848           17
    21          701712     6223742        414         534          534643      6121290        821          941           12
    22          724741     6180242        403         523          460548      6178831        878          998           15
    23          721167     6176441        440         560          521842      6185938        842          962           5
    24          708879     6184748        422         542          523424      6258056        923          1043           9
    25          726250     6175111        400         520          522232      6207630        759          879           10
    26          725368     6188213        385         505          533251      6224481        829          949           15
    27          638448     6078069        414         534          490296      6119537        897          1017           4
    28          647218     6141401        360         472          454074      6215598        873          993           11
    29          719623     6184877        406         526          561445      6223124        754          874           4
    30          726534     6174565        416         536          565881      6236184        867          987           16
    31          726555     6173427        368         488          566004      6197318        708          828           5
    32          726879     6174242        389         509          495282      6178668        803          923           10
    33          718931     6204897        395         515          463932      6222681        840          960           17
    34          727392     6174720        381         501          547291      6216789        751          871           16
    35          711619     6191107        369         489          467567      6147669        799          919           7
    36          669461     6176873        360         460          517240      6123932        938          1058           3
    37          719463     6176453        390         510          473866      6259789        854          974           14
    38          698118     6222801        388         508          587925      6138556        744          864           3
    39          714546     6179815        363         483          551588      6085605        786          906           6
    40          724714     6216645        476         596          563211      6258136        814          934           12
    41          722784     6216221        452         572          573181      6218696        902          1022           6
    42          682777     6125082        545         665          601993      6103720        771          891           8
    43          720236     6210432        393         513          542781      6198567        776          896           10
    44          720135     6210547        415         535          602138      6103629        753          873           12
    45          649712     6177489        361         481          553124      6317910        896          1016           12
    46          711706     6168817        360         475          534743      6176517        811          931           7
    47          723479     6177788        422         542          567995      6218810        732          852           9
    48          720012     6170926        442         562          568431      6218649        712          832           3
    49          691610     6194495        423         543          585805      6136132        763          883           9
    50          720139     6182013        426         546          547438      6150437        895          1015           7
