 NUMBER OF REQUESTS
 10

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          716808     6188569        368         488          584312      6139397        798          918           4
    2          723223     6178173        367         487          512477      6185783        842          962           4
    3          725316     6178516        409         529          565881      6236184        841          961           11
    4          720602     6181329        424         544          557661      6192874        701          821           5
    5          722909     6178310        416         536          500078      6269745        843          963           13
    6          704983     6218631        395         515          553772      6190983        764          884           12
    7          650211     6143651        434         554          601201      6102741        721          841           14
    8          675739     6064452        442         562          586652      6137667        751          871           13
    9          719286     6174665        370         490          480363      6178063        853          973           12
    10          727591     6173459        378         498          558174      6369831        901          1021           14
