 NUMBER OF REQUESTS
 50

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          716808     6188569        368         488          584312      6139397        709          829           4
    2          723223     6178173        390         510          512477      6185783        848          968           4
    3          725316     6178516        429         549          565881      6236184        762          882           11
    4          720602     6181329        413         533          557661      6192874        751          871           5
    5          722909     6178310        376         496          500078      6269745        844          964           13
    6          704983     6218631        459         579          553772      6190983        786          906           12
    7          650211     6143651        360         472          601201      6102741        690          810           14
    8          675739     6064452        444         564          586652      6137667        784          904           13
    9          719286     6174665        370         490          480363      6178063        854          974           12
    10          727591     6173459        415         535          558174      6369831        854          974           14
    11          721740     6179833        374         494          569301      6336868        796          916           12
    12          688638     6066752        429         549          529602      6149628        833          953           12
    13          685375     6099223        434         554          610110      6089119        732          852           15
    14          727247     6173344        391         511          466243      6147569        911          1031           14
    15          720234     6171527        360         480          547252      6158792        879          999           3
    16          686488     6181892        360         465          601688      6098734        707          827           3
    17          722720     6173194        412         532          549809      6100818        780          900           10
    18          725894     6172170        427         547          517625      6143306        798          918           12
    19          663248     6065181        409         529          564719      6230340        836          956           13
    20          702611     6223244        432         552          575261      6225111        827          947           15
    21          716867     6220310        393         513          478324      6153797        938          1058           3
    22          720891     6176457        398         518          574197      6222839        732          852           16
    23          714316     6180207        406         526          483511      6257981        883          1003           9
    24          677652     6088645        382         502          480580      6091552        863          983           11
    25          698871     6185847        365         485          609707      6074213        580          700           14
    26          720215     6208109        404         524          609996      6089557        707          827           6
    27          698282     6194382        470         590          592044      6140563        805          925           4
    28          696275     6220307        413         533          586112      6136381        696          816           5
    29          637710     6078139        407         527          575710      6226271        786          906           15
    30          723904     6180112        389         509          578438      6202849        701          821           11
    31          717398     6182604        405         525          577137      6229790        800          920           16
    32          716434     6203330        436         556          548892      6101242        759          879           16
    33          714881     6176375        434         554          591968      6138347        756          876           4
    34          636804     6090537        440         560          613936      6133135        719          839           11
    35          693726     6203334        381         501          574166      6225319        800          920           3
    36          723262     6174599        414         534          525957      6178672        837          957           11
    37          718024     6169678        371         491          509913      6220688        799          919           17
    38          722641     6172870        392         512          556382      6223647        725          845           5
    39          635651     6135564        503         623          589853      6141311        942          1062           7
    40          699086     6145012        360         454          488520      6167288        818          938           3
    41          721791     6181108        397         517          579782      6270891        741          861           11
    42          715704     6181121        386         506          603504      6101330        727          847           7
    43          731013     6167971        399         519          502893      6126638        840          960           15
    44          688656     6208200        449         569          573181      6218696        758          878           12
    45          714143     6181226        367         487          519323      6097846        782          902           10
    46          713838     6174253        360         477          530251      6151302        849          969           4
    47          724817     6179625        406         526          543094      6083004        733          853           6
    48          718578     6179768        376         496          487256      6108097        824          944           16
    49          714028     6181092        394         514          564717      6230332        813          933           14
    50          707251     6182634        363         483          615770      6090070        758          878           10
