 NUMBER OF REQUESTS
 10

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          720683     6220162        424         544          532891      6223718        841          961           4
    2          721520     6174303        395         515          498716      6221569        932          1052           17
    3          718607     6191423        377         497          573516      6226689        769          889           10
    4          639863     6162558        378         498          588124      6228133        863          983           5
    5          724421     6180436        424         544          537062      6222060        822          942           4
    6          638158     6137786        390         510          602301      6147956        869          989           6
    7          685597     6157244        360         444          471662      6105055        904          1024           4
    8          657716     6156345        424         544          563954      6257950        737          857           17
    9          724079     6179620        409         529          570158      6224087        878          998           5
    10          721747     6191123        404         524          445420      6212541        892          1012           4
