 NUMBER OF REQUESTS
 20

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          720415     6176264        403         523          538181      6086484        764          884           16
    2          711815     6208837        426         546          588257      6139249        714          834           10
    3          710831     6168718        360         471          528913      6152557        759          879           4
    4          662179     6199594        418         538          500074      6269745        922          1042           4
    5          720134     6210199        386         506          585053      6140355        927          1047           3
    6          723050     6178505        372         492          557926      6181752        804          924           9
    7          722462     6177770        365         485          609023      6077163        805          925           3
    8          719104     6173159        360         480          507721      6199180        908          1028           3
    9          726755     6174369        421         541          522714      6075103        865          985           6
    10          718638     6205725        430         550          526981      6257531        834          954           8
    11          665308     6126823        372         492          465029      6147733        851          971           4
    12          714197     6169877        368         488          466076      6153323        881          1001           3
    13          711357     6175122        365         485          468578      6147060        844          964           14
    14          712256     6183711        407         527          604134      6229591        782          902           10
    15          724312     6179850        391         511          569239      6227022        771          891           7
    16          713038     6174563        411         531          527858      6099834        833          953           8
    17          680041     6165335        395         515          550967      6189326        699          819           16
    18          714000     6175858        361         481          460950      6153723        862          982           7
    19          729376     6171380        389         509          524269      6122271        819          939           3
    20          719162     6180836        368         488          559318      6372820        822          942           7
