 NUMBER OF REQUESTS
 10

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          681736     6202205        392         512          545244      6157347        787          907           13
    2          701138     6151297        360         466          533203      6173313        758          878           13
    3          652039     6171578        434         554          562307      6223347        784          904           12
    4          715238     6169802        360         475          602378      6102041        731          851           3
    5          719124     6184427        375         495          548134      6158204        789          909           12
    6          723486     6178632        401         521          525924      6100351        997          1117           13
    7          723734     6174878        440         560          521959      6153840        925          1045           5
    8          719290     6179227        404         524          534033      6225018        815          935           4
    9          726163     6176155        408         528          615509      6254278        885          1005           10
    10          701535     6149745        372         492          530279      6147994        717          837           15
