 NUMBER OF REQUESTS
 150

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          720683     6220162        417         537          532891      6223718        794          914           4
    2          721520     6174303        376         496          498716      6221569        813          933           17
    3          718607     6191423        415         535          573516      6226689        721          841           10
    4          639863     6162558        378         498          588124      6228133        684          804           5
    5          724421     6180436        408         528          537062      6222060        748          868           4
    6          638158     6137786        393         513          602301      6147956        675          795           6
    7          685597     6157244        445         565          471662      6105055        886          1006           4
    8          657716     6156345        404         524          563954      6257950        737          857           17
    9          724079     6179620        438         558          570158      6224087        720          840           5
    10          721747     6191123        399         519          445420      6212541        948          1068           4
    11          716296     6180966        420         540          532974      6172680        729          849           8
    12          723944     6177582        413         533          575704      6232998        736          856           12
    13          724034     6180167        422         542          545234      6089613        915          1035           4
    14          718939     6174629        368         488          570063      6255827        873          993           11
    15          720260     6207482        429         549          570782      6224793        798          918           6
    16          703791     6210825        418         538          574602      6226391        797          917           7
    17          717829     6187552        434         554          571521      6221261        740          860           5
    18          689170     6099308        433         553          559352      6219725        885          1005           7
    19          704930     6173568        360         473          565931      6236972        778          898           8
    20          708746     6197146        423         543          513415      6173759        774          894           16
    21          690749     6160832        425         545          614493      6254864        1050          1170           5
    22          688373     6154999        431         551          572120      6223281        815          935           5
    23          718306     6174283        379         499          459228      6154062        892          1012           7
    24          720869     6177066        367         487          570702      6225042        782          902           7
    25          691570     6066322        444         564          565087      6258877        841          961           16
    26          662989     6187584        360         478          564719      6230340        772          892           8
    27          706084     6172268        368         488          568486      6219296        819          939           7
    28          718975     6218509        437         557          446675      6234221        963          1083           7
    29          708968     6203918        474         594          610120      6089327        752          872           10
