 NUMBER OF REQUESTS
 30

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          720445     6174094        392         512          589102      6141107        666          786           11
    2          700635     6166282        394         514          491710      6250336        810          930           10
    3          639776     6165743        382         502          561983      6239172        795          915           9
    4          724050     6179607        419         539          464065      6206480        889          1009           6
    5          650574     6158208        360         470          529917      6151195        774          894           12
    6          708344     6183508        445         565          455065      6216521        859          979           12
    7          710145     6172852        363         483          465320      6146893        827          947           14
    8          659742     6196523        370         490          601115      6102206        749          869           11
    9          714274     6221241        428         548          552750      6190785        756          876           13
    10          716808     6188569        413         533          584312      6139397        684          804           4
    11          723223     6178173        390         510          512477      6185783        722          842           4
    12          725316     6178516        402         522          565881      6236184        771          891           11
    13          720602     6181329        391         511          557661      6192874        799          919           5
    14          722909     6178310        376         496          500078      6269745        854          974           13
    15          704983     6218631        395         515          553772      6190983        779          899           12
    16          650211     6143651        360         472          601201      6102741        727          847           14
    17          675739     6064452        444         564          586652      6137667        728          848           13
    18          719286     6174665        370         490          480363      6178063        943          1063           12
    19          727591     6173459        378         498          558174      6369831        866          986           14
    20          721740     6179833        374         494          569301      6336868        807          927           12
    21          688638     6066752        431         551          529602      6149628        797          917           12
    22          685375     6099223        376         496          610110      6089119        693          813           15
    23          727247     6173344        403         523          466243      6147569        852          972           14
    24          720234     6171527        423         543          547252      6158792        733          853           3
    25          686488     6181892        503         623          601688      6098734        765          885           3
    26          722720     6173194        415         535          549809      6100818        833          953           10
    27          725894     6172170        374         494          517625      6143306        760          880           12
    28          663248     6065181        409         529          564719      6230340        827          947           13
    29          702611     6223244        446         566          575261      6225111        841          961           15
    30          716867     6220310        443         563          478324      6153797        981          1101           3
