 NUMBER OF REQUESTS
 200

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          720683     6220162        413         533          532891      6223718        798          918           4
    2          721520     6174303        376         496          498716      6221569        868          988           17
    3          718607     6191423        423         543          573516      6226689        784          904           10
    4          639863     6162558        378         498          588124      6228133        683          803           5
    5          724421     6180436        408         528          537062      6222060        944          1064           4
    6          638158     6137786        377         497          602301      6147956        647          767           6
    7          685597     6157244        360         444          471662      6105055        827          947           4
    8          657716     6156345        372         492          563954      6257950        797          917           17
    9          724079     6179620        438         558          570158      6224087        819          939           5
    10          721747     6191123        387         507          445420      6212541        895          1015           4
    11          716296     6180966        395         515          532974      6172680        797          917           8
    12          723944     6177582        375         495          575704      6232998        735          855           12
    13          724034     6180167        422         542          545234      6089613        736          856           4
    14          718939     6174629        427         547          570063      6255827        763          883           11
    15          720260     6207482        401         521          570782      6224793        803          923           6
    16          703791     6210825        418         538          574602      6226391        763          883           7
    17          717829     6187552        423         543          571521      6221261        837          957           5
    18          689170     6099308        386         506          559352      6219725        802          922           7
    19          704930     6173568        360         473          565931      6236972        862          982           8
    20          708746     6197146        382         502          513415      6173759        828          948           16
    21          690749     6160832        431         551          614493      6254864        718          838           5
    22          688373     6154999        360         446          572120      6223281        824          944           5
    23          718306     6174283        389         509          459228      6154062        935          1055           7
    24          720869     6177066        403         523          570702      6225042        771          891           7
    25          691570     6066322        444         564          565087      6258877        794          914           16
    26          662989     6187584        386         506          564719      6230340        761          881           8
    27          706084     6172268        360         472          568486      6219296        788          908           7
    28          718975     6218509        396         516          446675      6234221        884          1004           7
    29          708968     6203918        436         556          610120      6089327        684          804           10
    30          669697     6075756        494         614          517911      6186575        835          955           8
    31          725886     6169914        415         535          531601      6245984        875          995           14
    32          723284     6215260        459         579          505468      6088546        861          981           16
    33          659256     6195317        460         580          562601      6260684        804          924           7
    34          659835     6179337        418         538          575364      6213488        732          852           13
    35          714116     6172693        361         481          558981      6320928        841          961           9
    36          657180     6192941        405         525          469731      6196542        824          944           16
    37          726176     6166730        388         508          551560      6153764        726          846           9
    38          718474     6177041        372         492          611072      6081222        717          837           14
    39          717873     6190872        405         525          518687      6123404        781          901           13
    40          722340     6178695        374         494          554100      6235133        777          897           12
    41          697736     6203426        381         501          582100      6258738        747          867           15
    42          723907     6179260        392         512          572151      6223469        808          928           15
    43          675100     6158539        395         515          448936      6221044        949          1069           13
    44          713247     6169397        410         530          475999      6148312        872          992           5
    45          717550     6177078        364         484          590857      6365870        813          933           7
    46          717011     6174870        381         501          538447      6202571        769          889           6
    47          676191     6061763        423         543          553124      6317910        921          1041           10
    48          726671     6175259        408         528          574685      6225122        712          832           8
    49          676349     6121125        391         511          508267      6200451        763          883           12
    50          685451     6073040        457         577          573408      6222752        782          902           9
    51          640802     6070651        424         544          464691      6147641        942          1062           3
    52          688464     6121828        360         477          445420      6212541        881          1001           17
    53          718586     6172267        414         534          456279      6267555        848          968           5
    54          718343     6201909        407         527          481638      6147500        840          960           14
    55          724756     6177541        373         493          533605      6150775        765          885           9
    56          716467     6189490        440         560          559240      6211879        725          845           5
    57          712115     6209166        393         513          549490      6181744        775          895           15
    58          698392     6212898        443         563          581851      6242396        744          864           9
    59          720178     6207865        437         557          585035      6255127        810          930           5
    60          722465     6176575        392         512          593306      6259432        782          902           13
    61          669277     6176686        360         473          573853      6225595        739          859           16
    62          720806     6191550        436         556          558174      6369831        896          1016           12
    63          718068     6192501        402         522          578162      6335661        798          918           11
    64          724342     6176183        388         508          503444      6136503        996          1116           3
    65          721899     6173213        395         515          532879      6175019        789          909           8
    66          722972     6180846        397         517          549189      6239861        795          915           10
    67          715656     6174624        406         526          574188      6222517        685          805           14
    68          711968     6167582        377         497          563211      6258136        841          961           14
    69          728438     6172609        392         512          497386      6101095        787          907           10
    70          661183     6131723        360         470          465523      6147477        809          929           16
    71          722742     6175894        369         489          564455      6173569        745          865           8
    72          722387     6177284        389         509          574421      6223616        757          877           6
    73          718712     6200947        382         502          559214      6212000        730          850           7
    74          679219     6176465        360         460          570296      6224619        736          856           4
    75          684135     6073745        475         595          518445      6148917        812          932           7
    76          695992     6218085        390         510          563970      6260385        815          935           10
    77          705969     6172301        374         494          553001      6191248        740          860           12
    78          721610     6178461        415         535          455256      6215189        971          1091           4
    79          717784     6210913        459         579          504391      6116393        862          982           8
    80          718516     6180117        370         490          463449      6268326        875          995           10
    81          719267     6179178        412         532          575387      6258876        838          958           7
    82          718359     6210709        461         581          585872      6138104        760          880           14
    83          722438     6177963        372         492          534298      6226397        745          865           10
    84          722587     6178665        428         548          597368      6252788        804          924           5
    85          699348     6147494        360         461          575698      6232997        713          833           10
    86          686172     6099744        366         486          588333      6139272        691          811           5
    87          691329     6193278        388         508          468219      6148329        877          997           13
    88          721842     6210821        440         560          510493      6241445        844          964           7
    89          658740     6201661        437         557          528913      6152557        821          941           6
    90          716804     6170248        391         511          561445      6223124        740          860           12
    91          717218     6175170        371         491          569239      6227022        729          849           15
    92          709903     6173512        377         497          458953      6154187        918          1038           5
    93          720274     6173051        369         489          564718      6230337        721          841           11
    94          689640     6099276        409         529          559318      6372819        891          1011           13
    95          722460     6178697        372         492          467425      6164400        886          1006           10
    96          713130     6184483        431         551          469600      6220709        905          1025           5
    97          726641     6174348        424         544          501341      6270895        844          964           6
    98          723852     6184591        414         534          545601      6219099        771          891           16
    99          640333     6157229        360         478          613250      6130377        737          857           10
    100          694330     6169599        409         529          585140      6143455        698          818           13
    101          720180     6175443        367         487          475402      6174726        844          964           8
    102          710181     6198153        381         501          523246      6178558        780          900           14
    103          723670     6177018        414         534          527941      6200634        783          903           12
    104          703096     6134279        436         556          492181      6257297        873          993           3
    105          688788     6209220        433         553          602808      6232746        702          822           4
    106          707356     6171736        360         479          562601      6260684        787          907           13
    107          721174     6177455        386         506          543349      6184606        739          859           9
    108          715158     6134554        410         530          588987      6135401        732          852           16
    109          701460     6153960        360         461          531253      6168416        896          1016           8
    110          718464     6178593        374         494          557655      6086160        802          922           15
    111          710319     6182216        367         487          526971      6255753        780          900           12
    112          720948     6193233        413         533          519866      6180529        807          927           13
    113          648766     6142693        384         504          590800      6142466        649          769           7
    114          690932     6062855        415         535          507679      6095093        828          948           17
    115          714562     6220798        427         547          523225      6250773        841          961           8
    116          649268     6143889        403         523          466780      6148643        889          1009           8
    117          718055     6176127        398         518          547939      6217017        762          882           15
    118          678525     6085769        402         522          501781      6116119        841          961           8
    119          646146     6075998        453         573          565881      6236184        843          963           11
    120          709421     6166294        396         516          487115      6259043        916          1036           6
    121          725125     6179724        393         513          445922      6248457        916          1036           8
    122          726271     6172182        376         496          559318      6372819        868          988           13
    123          708935     6195437        417         537          465747      6151604        898          1018           5
    124          723433     6176268        412         532          555463      6192032        760          880           12
    125          705805     6171585        398         518          577335      6233831        712          832           6
    126          684681     6159032        360         455          602802      6103970        674          794           14
    127          715876     6169872        415         535          530317      6225535        768          888           11
    128          726193     6175244        384         504          565161      6256707        759          879           4
    129          720656     6212179        421         541          475402      6174726        925          1045           16
    130          654091     6063990        437         557          494053      6221013        837          957           9
    131          722373     6173366        366         486          572569      6225702        825          945           6
    132          637551     6133203        396         516          563359      6258348        808          928           4
    133          709517     6174344        411         531          554242      6235546        732          852           15
    134          723544     6175957        374         494          519382      6148921        795          915           12
    135          725236     6176919        394         514          466384      6149112        909          1029           9
    136          638002     6162668        393         513          547668      6158204        730          850           3
    137          726069     6174204        407         527          609281      6089400        663          783           17
    138          693417     6132867        360         456          548245      6158703        717          837           3
    139          724436     6177083        418         538          544208      6336591        833          953           13
    140          664198     6158320        360         458          565993      6197214        708          828           13
    141          723929     6177314        391         511          559929      6257838        824          944           6
    142          719919     6183154        419         539          464504      6147731        929          1049           17
    143          692605     6194824        406         526          548084      6149951        820          940           6
    144          715271     6182647        367         487          519530      6143193        738          858           8
    145          717786     6170118        368         488          602029      6101827        702          822           14
    146          719889     6179256        395         515          560829      6174212        723          843           17
    147          719725     6199014        415         535          553448      6191591        832          952           12
    148          721732     6189058        383         503          556180      6223641        814          934           15
    149          676658     6084114        382         502          525634      6175874        752          872           6
    150          714378     6192421        408         528          578951      6209439        691          811           10
    151          637563     6079670        402         522          616393      6251053        1034          1154           11
    152          723648     6216599        431         551          486315      6131115        916          1036           4
    153          726705     6175237        428         548          531916      6148936        788          908           10
    154          721210     6179485        400         520          482924      6176992        775          895           17
    155          718779     6200959        391         511          532976      6172427        779          899           16
    156          727966     6172530        416         536          543325      6086725        763          883           14
    157          706902     6181800        409         529          546461      6150794        746          866           13
    158          708781     6179971        381         501          531946      6124109        814          934           10
    159          720520     6211897        394         514          571118      6225999        766          886           10
    160          711411     6180710        418         538          575566      6228216        758          878           8
    161          708898     6197154        400         520          578684      6197244        817          937           8
    162          717071     6188480        379         499          557885      6352170        856          976           15
    163          699966     6185162        391         511          563418      6258353        794          914           16
    164          727577     6173725        370         490          524779      6262131        803          923           6
    165          719617     6184877        390         510          565600      6259091        792          912           8
    166          722493     6172871        377         497          476289      6248213        974          1094           17
    167          720580     6207025        385         505          572034      6223198        838          958           4
    168          720545     6207941        422         542          568560      6227681        805          925           10
    169          684989     6186954        360         476          562986      6235075        698          818           9
    170          704894     6144155        375         495          575678      6233168        756          876           17
    171          699922     6185561        364         484          565087      6258877        817          937           13
    172          729141     6165829        424         544          588694      6140030        675          795           15
    173          720491     6175932        404         524          552096      6331589        800          920           16
    174          670552     6190964        360         480          466076      6147360        782          902           9
    175          696373     6163084        372         492          564717      6230330        746          866           15
    176          701578     6124394        368         488          604710      6104851        647          767           10
    177          681696     6209461        397         517          537245      6184598        760          880           14
    178          723685     6179330        412         532          604367      6227621        739          859           10
    179          689223     6085456        436         556          561445      6223124        763          883           13
    180          726907     6174652        408         528          564718      6230338        816          936           13
    181          722531     6177050        408         528          533304      6174584        808          928           9
    182          700280     6185283        362         482          475337      6175301        826          946           11
    183          722607     6179124        414         534          529132      6105318        794          914           14
    184          722824     6175939        389         509          586063      6141952        674          794           10
    185          694013     6211320        413         533          514994      6189079        882          1002           13
    186          646407     6125205        431         551          553342      6321800        870          990           13
    187          658797     6065914        413         533          570587      6220678        778          898           17
    188          709240     6183199        384         504          573181      6218696        704          824           5
