 NUMBER OF REQUESTS
  500

 VEHICLE CAPACITY
   50

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          250          250            0          1925          250          250            0         1925          11
    1          171           34          237           430          439          237         1079         1304          19
    2           67          190          206           558          377          385         1117         1429           7
    3           80          400          242           639          449          428         1198         1475           2
    4           83          290          179           372          342          481         1133         1357           9
    5          164          320          118           314          466          149         1168         1416          12
    6           52          412          268           598          251           63         1109         1334          14
    7          144          331          151           600          328          491         1128         1351           3
    8          104          349          184           377          260          472         1152         1396           8
    9           28          467          318           524          290          145          979         1208          18
   10           91          427          245           438          266          221          965         1269           8
   11          210          276           62           442          485          104         1177         1399           6
   12           58           39          292           487          387          394         1128         1364           5
   13           41          232          217           410          472           57         1164         1386          16
   14           25           53          308           549          343          276          986         1215          20
   15           52           18          313           530          429          476         1220         1525           8
   16           27          444          305           567          273          300          997         1566           5
   17          178           72          200           405          406          460         1150         1373          16
   18          233           87          178           550          250          328         1017         1490           6
   19           60            5          321           605          492           34         1248         1467           3
   20          245           42          215           409          412          100         1151         1427          10
   21          166          345          145           626          406          408         1100         1325          10
   22           32          319          239           506          440          294         1076         1302          19
   23            0          188          265           469          370          382         1065         1291           1
   24          132          477          272           683          480          136         1186         1426           4
   25          203          211           68           262          371          163         1084         1455          16
   26            2          264          257           483          438            5         1237         1457           2
   27          231          167           92           287          423          221         1065         1291          20
   28          130          494          279           477          459           53         1202         1423          12
   29           31          175          239           439          386          154         1079         1304           6
   30           69          423          258           461          352          241          954         1184          14
   31           59          276          202           442          261          201          986         1381          14
   32          146          188          128           322          451           62         1178         1400          16
   33          142          372          170           363          299          285          959         1190          12
   34          219          210           58           252          440          201         1085         1311          15
   35           64          198          202           436          390          249         1070         1338           4
   36            9          101          290           484          424          288         1082         1307          15
   37           77          372          223           521          298          264          929         1160          20
   38          225          369          130           367          405          454         1135         1358          18
   39          117          178          164           494          407           35         1104         1329           3
   40          132          479          265           461          347          459         1140         1363          18
   41          201           66          202           508          470          138         1178         1474          18
   42          245          176           81           275          348          476         1175         1400          20
   43          115          296          150           343          327          139         1003         1232           2
   44           43          210          218           412          356          256         1039         1371          13
   45           49          353          234           452          335           99         1041         1268          19
   46           33          278          229           500          363           34         1172         1397           2
   47           86          189          182           381          366          288          983         1212          17
   48          218          403          164           362          452          172         1147         1426           6
   49          218           12          259           750          262          369         1016         1244           7
   50          228          399          158           351          492          188         1154         1376          11
   51          210          113          153           418          267          174         1003         1232          16
   52          241          180           78           271          274          441         1125         1444          16
   53          100           85          238           625          370          262         1054         1394          10
   54          114          102          215           581          303          186          989         1218          16
   55           21          146          259           468          350          199         1041         1269          11
   56          201          278           64           257          500          228         1136         1359          17
   57          105          137          201           660          251          238          941         1172          17
   58           64          437          273           518          345          146         1069         1296           3
   59          181          260           78           292          330          147         1050         1277          20
   60          232          101          157           351          476           61         1178         1400          14
   61          108           37          265           516          386          245         1039         1266           8
   62            5          224          258           566          421          499         1153         1376           5
   63           93          413          239           580          426          231         1109         1415           9
   64          210           29          233           447          413          391         1146         1426          20
   65          136          265          130           519          370          493         1164         1386          19
   66          111          178          172           590          447          267         1094         1319           5
   67           57          183          214           467          371          332         1075         1303           6
   68          181          185          104           339          447          383         1134         1357          10
   69            7          382          284           499          325          147         1034         1261          14
   70          174           41          230           426          489          437         1233         1475           8
   71          161          276          100           293          415           95         1136         1359           7
   72          210          379          145           410          331          356         1067         1425          11
   73           60          231          198           391          374          346         1085         1312          19
   74           44          115          253           447          409          155         1125         1617           1
   75           48          293          215           433          291          251          929         1160           3
   76           64          135          226           424          322          290          990         1219          18
   77           65           62          272           482          425          448         1172         1394          14
   78           68          303          197           390          398           49         1155         1378          20
   79          147           30          250           444          453          360         1121         1345           3
   80           89          358          201           394          367           97         1125         1438          20
   81           20          480          335           588          488            3         1274         1556          10
   82          111          392          206           400          404          207         1087         1313          18
