 NUMBER OF REQUESTS
  400

 VEHICLE CAPACITY
   50

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          200          200            0          1688          200          200            0         1688          11
    1          123          176          138           333          321          287          888         1228           7
    2          108          399          287           515          234           20          912         1246           4
    3          148           94          193           442          256          385          874         1217           1
    4           35          238          215           371          303          258          961         1459           8
    5           29            9          302           457          356          223          886         1227           4
    6           21           82          270           457          349          324          973         1309           4
    7          146          320          226           542          337           81          927         1258          14
    8          160          313          178           373          237          243          774         1140          12
    9           13           59          280           435          343          134          997         1481           4
   10          123           30          232           387          361          194          867         1212          18
   11          156           32          228           409          330          310          970         1357           7
   12           57          124          208           364          326          335          913         1247          13
   13           92          238          208           523          209          283          859         1211          13
   14           51          205          199           368          267          221          859         1243          14
   15          131           89          177           331          280            5         1001         1359          12
   16          195          148           98           253          369            6         1040         1368           9
   17          162          316          188           410          359          157          882         1223          17
   18          184          233          149           524          239          252          774         1140           3
   19           29           86          251           407          328            8          930         1260          17
   20          129           53          228           445          340          276          878         1220           4
   21           55          115          219           393          332          124          938         1297           6
   22           16          114          249           404          393          246          929         1259          13
   23           73          126          193           347          348          319          886         1226           9
   24           91           61          222           377          361          287          917         1250          15
   25          117          148          144           298          353           65          931         1261          13
   26           60          319          230           388          244           50          855         1203          18
   27           79           95          206           361          255           80          878         1220          17
   28           35          160          236           460          319          115          950         1353           3
   29          161          124          134           300          358          309          968         1295           2
   30           85          128          181           336          232          131          920         1432           1
   31          152          361          219           391          211          153          793         1155           5
   32          151          231          104           258          327          115          929         1266           1
   33          108           75          201           356          210          294          857         1204          16
   34           33          226          218           383          264          341          931         1269           6
   35           26           70          264           423          309           53          962         1298          20
   36           45          291          226           382          303          358          962         1284          20
   37           30           39          306           545          378          118         1018         1452           1
   38           78           85          229           436          329          208          876         1219          13
   39            4          307          273           441          232          127          774         1140           3
   40          151          188           96           251          368           63          939         1267           4
   41           14           53          283           438          280          224          892         1319           3
   42          125          182          135           328          348          102          976         1359          10
   43          116          102          178           344          319          160          841         1191           8
   44          192          268          115           270          220          337          900         1237           7
   45          142          238          115           270          264           69          957         1378          15
   46           81          290          197           356          231          229          797         1158          19
   47           21          255          247           449          290           82          964         1393          16
   48          137          132          139           295          207          185          774         1140          12
   49          147          376          230           385          353          357         1015         1384          13
   50          163          270          166           456          324          184          899         1236           4
   51          158           85          188           408          305          255          866         1211           7
   52           75          238          176           331          381           27         1029         1349          19
   53          122          105          169           326          312          247          850         1199          16
   54           13          220          234           389          384          307         1011         1385           7
   55           46          197          224           460          375          294         1004         1398           5
   56           97          387          267           448          274          247          823         1178           1
   57          184           69          212           482          225           53          930         1279           4
   58          158          121          190           525          292          392          943         1270          13
   59          184          235          150           522          267          321          929         1304          15
   60          143          159          116           271          228           96          870         1214          18
   61           87          147          171           327          334          186          908         1244          13
   62           48          304          244           445          339            3         1017         1334          20
   63           76           72          254           509          213          216          800         1175          10
   64            1          335          304           518          303          112          940         1346           1
