 NUMBER OF REQUESTS
  300

 VEHICLE CAPACITY
   50

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          150          150            0          1206          150          150            0         1206          20
    1           71          268          142           343          183           80          670         1153           1
    2          140          214           64           271          174          238          794         1174           8
    3           47          203          380           432          166          123          650         1150           4
    4           86          216           91           342          287          293          816         1176           2
    5          107           29          128           402          247           19          722         1161           8
    6          148          157            7           208          152           29          753         1166           8
    7           92          241          107           316          212          270          756         1167           5
    8          119          254          108           322          291          148          758         1167          20
    9           99          226          420           483          162          148          650         1150          15
   10           56          116           99           303          266          212          746         1165          16
   11          110           31          125           326          175          107          650         1150          16
   12           17            0          200           460          184          277          650         1150           5
   13           96           86           83           284          176          235          739         1164          20
   14          136          228           79           324          170           53          739         1164          14
   15          100          138           51           252          154          101          687         1156          10
   16           16           42          172           375          227           62          817         1178           7
   17           67          175           86           290          209          269          729         1162           5
   18           72          286          156           357          207          149          650         1150          20
   19          116           14          446           505          296          211          650         1150          16
   20           26           27          174           377          254           87          766         1168           8
   21           37           14          176           397          201          175          705         1159          14
   22            1           11          203           415          268          113          875         1189          18
   23           74          117          423           488          159           89          738         1165           5
   24           75          191          385           442          175          294          820         1178          14
   25           99          105           68           380          282           76          846         1182          17
   26            6          168          145           394          176          153          780         1174           2
   27           29            8          186           414          207           20          728         1162          12
   28            9           30          185           386          289          143          650         1150           8
   29           90           44          121           322          166          194          672         1153           3
   30           57            7          170           440          295          123          650         1150          12
   31          106          243          102           316          207          237          671         1153           7
   32           85           62          109           325          208          235          690         1156          15
   33          136           50          100           301          267           29          784         1171          19
   34           42          221          129           397          206          121          759         1169           2
   35           60          287          163           411          227            5          784         1171          16
   36           63          170           89           387          151          133          650         1150          18
   37          106          168           47           264          222          100          733         1163          10
   38           73           81          103           304          152           77          735         1164          20
   39           97          232           97           298          225          192          683         1155           9
   40          112           43          113           314          150          104          694         1157           4
   41          135          251          102           341          296          252          785         1171           7
   42           72           20          151           352          214            6          744         1165           4
   43           85           75           99           323          252          219          829         1180           9
   44           52          165           99           366          182          284          776         1170          19
   45           54          136           97           323          259          187          771         1169          10
   46           34          150          116           353          153           61          681         1155          18
   47           37          258          156           376          211          174          853         1186          17
   48           29          130          122           350          199           28          851         1184          14
   49           40          181          114           362          274          136          778         1170          17
   50           61          138           89           300          226          248          824         1179           4
   51          122          127           36           237          203           36          719         1161          14
   52          126          266          398           452          192          150          650         1150           3
   53           19          290          191           425          183           88          670         1153           1
   54           30          243          151           418          165          179          650         1150          18
   55           24          261          167           369          172          198          783         1174           8
   56          149           76          374           432          209           84          650         1150          17
   57            1           81          164           373          181          145          894         1195          12
   58           47          153          103           304          206          157          755         1168          19
   59          125          148           25           226          256          286          836         1180           5
   60          109          148           41           261          234          107          719         1161          14
   61           15           52          166           441          290           37          786         1171           2
   62          108          162          361           422          165          256          808         1176           3
   63          147          240           90           291          188           69          727         1162           8
   64           93          165           58           262          242           70          795         1174          13
   65           72          180           83           297          224           61          710         1159           5
   66           44          286          172           373          283          275          808         1175          15
   67           47          121          107           313          289          130          764         1168          10
   68           30          145          120           332          159          266          799         1175          14
   69            2          238          172           373          198          159          765         1170           7
   70           34            5          185           408          155           93          682         1155          11
   71          103            8          149           350          201          122          650         1150          17
   72           30          149          120           349          278          178          734         1163           5
   73           63          130           89           292          203          183          750         1167          14
   74          107          174          355           414          276           28          812         1176          17
   75           57          123          367           419          199          213          699         1158           3
   76           14          177          138           339          274            6          831         1179          15
   77           84          231          104           375          156          182          745         1167          15
   78           56          212          112           324          168           42          722         1161          11
   79           52          109          106           332          272          211          774         1170           1
   80           88          190           73           274          153          226          765         1169           3
   81           11          191          144           448          250          194          743         1165          14
   82          124          174           35           336          243          136          717         1160          14
