 NUMBER OF REQUESTS
  200

 VEHICLE CAPACITY
   50

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          100          100            0           804          100          100            0          804          20
    1           20           59          150           291          178           61          477          716           1
    2           39          186          179           320          182          110          529          790           8
    3           58           19          151           292          186           65          467          709           4
    4           60           71          109           250          123           90          476          762           2
    5           86          150          112           252          134          157          451          698           8
    6           40           95          136           314          176          132          446          695           8
    7           55          100          123           306          155           17          474          714           5
    8           18           35          165           307          159          187          473          713          20
    9           88          152          142           320          174          194          507          737          15
   10           26           41          154           295          136           90          463          712          16
   11           24          131          150           311          184          140          527          769          16
   12           97          192          152           293          143          179          465          708           5
   13           63           44          130           277          171           69          501          734          20
   14            1           54          170           312          153           19          435          687          14
   15            1          149          171           315          111          189          453          699          10
   16           83          180          143           288          159          105          423          678           7
   17           63          141          118           266          101          127          423          678           5
   18           39          112          122           263          149           78          480          723          20
   19           50           31          161           320          157          142          423          678          16
   20           28          160          153           294          156           93          499          765           8
   21           74          163          128           269          158           81          491          737          14
   22           39          151          158           320          189           83          465          708          18
   23            5          122          158           299          162          162          522          767           5
   24           49           99          113           258          176           58          454          700          14
   25           53          175          172           320          173          147          516          754          17
   26           48          106          121           283          112           42          487          732           2
   27           78          169          133           276          155           22          520          749          12
   28           75          170          152           320          154            7          484          721           8
   29            5          130          161           307          181           39          445          694           3
   30           85           85           94           266          171           36          425          680          12
   31           66            3          171           320          158          132          450          697           7
   32           45           95          134           319          112          174          522          786          15
   33           84          188          186           320          124          191          487          723          19
   34           38          101          166           320          158           20          520          746           2
   35           55           51          128           274          130           55          456          701          16
   36           48           94          112           253          180           66          445          694          18
   37           35            9          177           320          139          158          453          699          10
   38           11          118          155           307          119          113          459          724          20
   39           42          174          154           297          136           12          448          696           9
   40           60          153          161           320          121           48          468          710           4
   41           97          129          119           320          118          117          457          718           7
   42           68          191          161           314          104           88          457          737           4
   43           86          110           77           218          154           29          443          693           9
   44           18           59          152           293          172          186          440          690          19
   45           37          146          155           320          138           72          423          678          10
   46           17           32          167           308          104          142          423          678          18
   47           86           69           95           238          104            5          520          751          17
   48           67           70          121           301          141          146          441          691          14
   49           49           71          118           259          159          196          464          707          17
   50           89          176          151           320          113          100          465          755           4
   51           46           40          170           320          184          101          449          697          14
   52           78           72           95           236          181           70          468          710           3
   53           69          150          119           259          138           61          461          705           1
   54            6          120          156           297          182            9          496          730          18
   55           70          130          102           243          104          176          482          719           8
   56           23          168          163           304          137           41          492          727          17
   57           65           42          140           308          151          180          423          678          12
   58           53          180          157           309          146            3          461          705          19
   59           90            4          174           320          186            8          469          711           5
   60           76          102          104           290          107           96          423          678          14
   61           30           67          137           278          154          184          522          747           2
   62           68          115           95           236          100          144          423          678           3
   63           84           81          101           281          121           46          453          699           8
   64           31           63          152           320          177          134          440          691          13
   65           30          183          169           312          155          107          423          678           5
   66           20           72          145           286          148           38          506          745          15
   67           82           48          115           256          178          127          505          737          10
   68           57          157          151           320          144           92          495          773          14
   69           67          138          111           253          122           13          507          737           7
   70           63          149          121           262          197            7          481          719          11
   71           41           43          166           320          149          176          514          744          17
   72           74           67          102           243          106           41          489          736           5
   73           60          184          184           320          151          132          423          678          14
   74           63          192          159           300          122           38          473          713          17
   75           77          119           90           230          114          122          476          760           3
   76           63          151          127           278          108          148          483          739          15
   77           51          162          139           280          149          103          475          720          15
   78           57          118          112           266          103           97          423          678          11
   79           46            5          175           320          107          133          423          678           1
   80           80          190          152           293          114          183          436          687           3
   81           62          152          124           265          113          105          437          688          14
   82           41           16          178           320          142           27          451          698          14
   83            9          122          175           320          168           58          479          717          17
   84           27           97          150           320          200          162          492          727          14
   85           19           51          154           295          135          110          462          712           3
   86            8           89          169           320          116           52          473          714           4
   87           56          148          146           320          125           53          475          715           3
   88           90          174          141           297          115           50          504          783          14
   89           41           73          125           265          184          110          519          765          14
   90           42          148          142           299          110          110          443          702           7
   91           95           50          110           251          152          122          423          678          19
   92           25          165          159           300          191          124          436          688           8
   93           66           98          126           320          135           45          439          690           1
   94           55           87          107           247          125           49          464          707          18
   95           97            9          173           320          173           42          520          754          20
   96           63          116          118           300          172          179          500          732          17
   97           94          119           80           220          118           45          423          678          13
   98           46          131          122           263          161            3          476          715           1
   99           81          183          145           286          145           71          433          685           2
  100            3          101          180           320          193          127          529          769          11
  101           23          123          140           281          183          170          518          745          11
  102           12           15          185           320          124          165          445          693          11
  103           10           20          181           320          198           97          464          707          15
  104           19           38          163           308          168          146          466          708          17
  105           62          138          115           258          121           50          423          678           7
  106           32           23          177           320          115           75          431          684          10
  107           42           72          124           265          112           78          477          763          11
  108           36          104          126           271          123           59          470          713          13
  109           92          178          151           320          147          193          480          718          20
  110           68          156          162           320          186          149          483          720          11
  111           59          139          118           262          122           58          429          682          16
  112            7          119          157           302          113          158          465          707          14
  113            5          162          177           320          172           55          474          714          16
  114           76           93           85           225          137           10          469          710           4
  115           40          115          131           294          131          136          477          727           7
  116           53           79          126           302          100           53          448          696          19
  117           37          177          174           320          113           14          521          765           8
  118           24          197          193           320          159          129          423          678           9
  119           85          193          157           305          114           72          479          759           4
  120           68           40          148           320          157          196          462          705          13
  121           23           74          143           287          148          196          531          757           7
  122           85          164          133           291          111          129          438          689          15
  123           69           64          107           248          174          185          501          733          20
  124           26           45          152           293          165          156          508          738          20
  125           75          134          120           302          127          143          436          687           4
  126            8            8          193           320          141          132          486          740          19
  127           12          113          149           290          113          151          458          703          16
  128           28          187          179           320          142           60          465          708           8
  129           41          186          169           320          116            4          525          758          12
  130           62           38          142           303          152          190          423          678          10
  131           16          141          154           296          182           89          484          721          18
  132           78          118          114           316          125           34          468          709          14
  133           40          130          127           268          118          139          456          701          20
  134           94           31          129           270          148          157          423          678          13
  135           28           15          171           312          143          103          472          723          10
  136            7          108          179           320          188           70          452          698           6
  137           42          165          147           288          146          166          487          723          14
  138           59           24          155           316          103           25          502          740          13
  139           75          173          154           320          152           68          435          687          11
  140           78          136          112           275          137           59          490          745          13
  141           98           77           92           253          136          111          464          713          15
  142           20          113          141           282          198           16          588          804          18
  143           67          127          105           252          154           59          494          733           6
  144           70           37          157           320          176          134          439          690          11
  145           35          160          169           320          179          151          524          761           1
  146           98           89           87           265          125           78          423          678           5
  147           23          176          180           320          114          112          441          691           1
  148           54           37          140           286          172           66          453          700           8
  149           17          166          175           320          109          197          461          705          13
  150           46           22          158           306          135          171          504          740          16
  151           42          144          147           320          181          156          524          755           1
  152           44           10          166           308          193           12          486          722          12
  153           64          156          126           267          151          179          501          733          10
  154           83           81           85           226          116          118          456          716          12
  155           87           30          163           320          127           60          450          697          11
  156           65           77          107           261          103           77          424          679           6
  157           47          118          138           320          108          187          429          682           3
  158           28          127          137           277          199          123          446          694          18
  159           34          145          140           281          120           39          423          678          13
  160           50          135          124           271          109           45          423          678          14
  161           70           28          138           278          114          153          478          717           7
  162           10           60          170           320          131           92          452          699          11
  163           51          112          136           320          137          158          430          683           7
  164           73           81          150           320          191          138          463          706          18
  165           69          133          105           246          161          158          478          717          15
  166           71          114           92           233          164           37          423          678           9
  167           84          180          141           282          111           98          465          757           4
  168           31           79          134           278          144           59          468          710           8
  169           99           45          115           256          165          181          423          678          13
  170           62           15          157           306          105           26          500          738          14
  171           71          131          118           297          172          161          482          719          12
  172           25           48          151           292          112            6          488          724           7
  173           59           83          107           253          127           39          462          706          11
  174           32           47          153           310          197           29          503          735          18
  175           13          139          162           319          138           31          502          734           9
  176           74           55          112           255          138           69          440          690           3
  177            6          193          194           320          126          199          478          717           2
  178           45           55          131           272          188          194          458          703           1
  179           80          167          151           320          109           85          423          678          11
  180           12          131          153           294          130          149          496          755           6
  181           15          197          194           320          126          100          423          678          17
  182           66          196          164           309          178           88          488          724           3
  183           71          145          118           268          129          176          457          702           9
  184           45          142          153           320          179            5          501          733          18
  185           56           19          153           295          110          184          472          712          14
  186           26          197          185           320          179           95          425          680          11
  187           32          190          177           320          196          126          441          691           3
  188           83          112           81           221          101           29          498          739          16
  189           98          193          193           320          125          180          497          730           1
  190           28           77          135           276          145           19          427          681          16
  191           56           90          105           246          150           26          517          753           1
  192           88           15          146           286          143          116          469          710          19
  193           89          153          114           255          175           60          456          702          18
  194           38          183          163           304          109           48          487          742          20
  195           89           39          122           263          195          132          530          765          17
  196           22           61          165           320          108          141          425          680           4
  197           64          123          105           253          110            8          516          746          20
  198           29          121          136           282          139           97          462          707          20
  199           32          166          155           295          168          119          423          678           3
  200           88          143          141           320          151           66          437          688          12
