 NUMBER OF REQUESTS
  200

 VEHICLE CAPACITY
   50

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          100          100            0           804          100          100            0          804          11
    1           20           59           89           324          178           61          568          803           3
    2           39          186          105           324          182          110          582          804           4
    3           58           19           91           324          186           65          531          802           4
    4           60           71           49           324          123           90          472          799          18
    5           86          150           51           257          134          157          472          799          14
    6           40           95           60           314          176          132          472          799          18
    7           55          100           45           245          155           17          561          803          18
    8           18           35          104           306          159          187          515          801           8
    9           88          152           53           254          174          194          520          801          20
   10           26           41           94           295          136           90          472          799          20
   11           24          131           82           287          184          140          552          802           4
   12           97          192           92           299          143          179          552          802           1
   13           63           44           67           324          171           69          583          804          15
   14            1           54          109           320          153           19          558          803          19
   15            1          149          110           311          111          189          514          801          11
   16           83          180           81           324          159          105          556          803           8
   17           63          141           55           256          101          127          472          799          10
   18           39          112           62           263          149           78          497          800           2
   19           50           31           85           308          157          142          600          804          12
   20           28          160           93           324          156           93          478          799           8
   21           74          163           68           304          158           81          472          799           1
   22           39          151           79           280          189           83          506          801          20
   23            5          122           97           298          162          162          503          800           8
   24           49           99           51           252          176           58          572          803          17
   25           53          175           88           324          173          147          492          800           8
   26           48          106           52           253          112           42          494          800           2
   27           78          169           72           324          155           22          472          799           3
   28           75          170           74           324          154            7          472          799          11
   29            5          130           99           306          181           39          538          802          20
   30           85           85           21           222          171           36          546          802           7
   31           66            3          102           323          158          132          527          801          13
   32           45           95           55           324          112          174          530          801           2
   33           84          188           89           317          124          191          572          803          11
   34           38          101           62           278          158           20          578          803          17
   35           55           51           66           310          130           55          472          799          19
   36           48           94           52           253          180           66          525          801           4
   37           35            9          111           324          139          158          472          799           6
   38           11          118           90           295          119          113          472          799          17
   39           42          174           94           295          136           12          472          799           4
   40           60          153           66           268          121           48          472          799           5
   41           97          129           29           312          118          117          472          799           8
   42           68          191           96           297          104           88          472          799           7
   43           86          110           17           247          154           29          478          799          18
   44           18           59           91           324          172          186          569          803           2
   45           37          146           78           283          138           72          472          799           5
   46           17           32          107           310          104          142          515          801           8
   47           86           69           34           235          104            5          556          803           1
   48           67           70           44           245          141          146          615          804           7
   49           49           71           58           310          159          196          552          802           9
   50           89          176           76           277          113          100          655          804           4
   51           46           40           80           298          184          101          528          801          14
   52           78           72           35           236          181           70          521          801           1
   53           69          150           58           259          138           61          472          799           3
   54            6          120           96           324          182            9          603          804          13
   55           70          130           42           300          104          176          472          799          18
   56           23          168          102           324          137           41          540          802           3
   57           65           42           67           309          151          180          488          800           7
   58           53          180           92           307          146            3          472          799          20
   59           90            4           96           298          186            8          593          804          13
   60           76          102           24           234          107           96          492          800           6
   61           30           67           77           297          154          184          526          801           7
   62           68          115           35           236          100          144          477          799          18
   63           84           81           24           324          121           46          558          803           7
   64           31           63           78           288          177          134          573          803           9
   65           30          183          108           324          155          107          499          800          14
   66           20           72           84           286          148           38          485          800          17
   67           82           48           55           324          178          127          530          801           4
   68           57          157           71           288          144           92          490          800          19
   69           67          138           50           251          122           13          472          799           5
   70           63          149           61           324          197            7          524          801           7
   71           41           43           82           308          149          176          472          799          15
   72           74           67           42           243          106           41          472          799          12
   73           60          184           93           324          151          132          520          801           5
   74           63          192           99           323          122           38          472          799           4
   75           77          119           29           324          114          122          482          800           5
   76           63          151           63           272          108          148          554          803           2
   77           51          162           79           280          149          103          472          799          11
   78           57          118           46           247          103           97          472          799          17
   79           46            5          109           324          107          133          607          804           8
   80           80          190           92           318          114          183          520          801          12
   81           62          152           64           270          113          105          472          799          20
   82           41           16          102           324          142           27          544          802           1
   83            9          122           93           294          168           58          539          802          12
   84           27           97           73           324          200          162          526          801          15
   85           19           51           94           308          135          110          472          799           6
   86            8           89           92           324          116           52          565          803           1
   87           56          148           65           267          125           53          472          799          17
   88           90          174           74           275          115           50          474          799          12
   89           41           73           64           309          184          110          562          803           1
   90           42          148           75           324          110          110          531          802           1
   91           95           50           50           251          152          122          504          800           9
   92           25          165           99           324          191          124          543          802          19
   93           66           98           34           235          135           45          536          802          18
   94           55           87           46           247          125           49          525          801           7
   95           97            9           91           292          173           42          540          802           7
   96           63          116           40           254          172          179          576          803          11
   97           94          119           19           324          118           45          472          799           3
   98           46          131           62           263          161            3          561          803          10
   99           81          183           85           324          145           71          512          801           1
  100            3          101           97           324          193          127          536          802           8
  101           23          123           80           281          183          170          472          799          17
  102           12           15          122           324          124          165          484          800           8
  103           10           20          120           324          198           97          531          802          11
  104           19           38          102           302          168          146          487          800           1
  105           62          138           53           278          121           50          472          799          11
  106           32           23          102           324          115           75          583          804           8
  107           42           72           64           265          112           78          472          799           2
  108           36          104           64           274          123           59          472          799          14
  109           92          178           78           282          147          193          538          802          16
  110           68          156           64           324          186          149          507          801           1
  111           59          139           56           257          122           58          472          799          17
  112            7          119           94           302          113          158          506          801          16
  113            5          162          113           320          172           55          520          801          14
  114           76           93           25           225          137           10          504          800          20
  115           40          115           61           262          131          136          630          804          10
  116           53           79           51           267          100           53          472          799          19
  117           37          177           99           324          113           14          614          804           1
  118           24          197          123           324          159          129          531          802          18
