 NUMBER OF REQUESTS
  400

 VEHICLE CAPACITY
   50

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
    1                          5
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          200          200            0          1688          200          200            0         1688          11
    1          123          176          233           333          321          287          888         1453           7
    2          108          399          398           515          234           20          912         1463           4
    3          148           94          314           442          256          385          874         1447           1
    4           35          238          291           371          303          258         1073         1571           8
    5           29            9          377           457          356          223          886         1453           4
    6           21           82          361           457          349          324          983         1494           4
    7          146          320          380           542          337           81          927         1469          14
    8          160          313          273           373          237          243          774         1408          12
    9           13           59          355           435          343          134         1105         1583           4
   10          123           30          308           387          361          194          867         1445          18
   11          156           32          316           409          330          310         1012         1519           7
   12           57          124          284           364          326          335          913         1463          13
   13           92          238          362           523          209          283          863         1445          13
   14           51          205          281           368          267          221          883         1461          14
   15          131           89          252           331          280            5         1029         1520          12
   16          195          148          173           253          369            6         1055         1525           9
   17          162          316          296           410          359          157          882         1451          17
   18          184          233          332           524          239          252          774         1408           3
   19           29           86          327           407          328            8          930         1470          17
   20          129           53          334           445          340          276          878         1449           4
   21           55          115          304           393          332          124          958         1489           6
   22           16          114          324           404          393          246          929         1469          13
   23           73          126          268           347          348          319          886         1452           9
   24           91           61          298           377          361          287          917         1464          15
   25          117          148          219           298          353           65          931         1470          13
   26           60          319          307           388          244           50          855         1440          18
   27           79           95          281           361          255           80          878         1449          17
   28           35          160          345           460          319          115          999         1517           3
   29          161          124          215           300          358          309          972         1488           2
   30           85          128          257           336          232          131         1034         1557           1
   31          152          361          302           391          211          153          793         1416           5
   32          151          231          179           258          327          115          933         1473           1
   33          108           75          276           356          210          294          857         1441          16
   34           33          226          298           383          264          341          937         1474           6
   35           26           70          341           423          309           53          970         1489          20
   36           45          291          301           382          303          358          962         1482          20
   37           30           39          422           545          378          118         1097         1567           1
   38           78           85          330           436          329          208          876         1448          13
   39            4          307          355           441          232          127          774         1408           3
   40          151          188          171           251          368           63          939         1473           4
   41           14           53          358           438          280          224          948         1500           3
   42          125          182          229           328          348          102         1016         1520          10
   43          116          102          259           344          319          160          841         1435           8
   44          192          268          190           270          220          337          900         1458           7
   45          142          238          190           270          264           69         1019         1530          15
   46           81          290          274           356          231          229          797         1417          19
   47           21          255          345           449          290           82         1032         1538          16
   48          137          132          215           295          207          185          774         1408          12
   49          147          376          305           385          353          357         1052         1533          13
   50          163          270          307           456          324          184          899         1458           4
   51          158           85          295           408          305          255          866         1445           7
   52           75          238          252           331          381           27         1037         1515          19
   53          122          105          245           326          312          247          850         1438          16
   54           13          220          309           389          384          307         1051         1534           7
   55           46          197          339           460          375          294         1055         1540           5
   56           97          387          355           448          274          247          823         1428           1
   57          184           69          343           482          225           53          942         1479           4
   58          158          121          353           525          292          392          943         1475          13
   59          184          235          331           522          267          321          958         1492          15
   60          143          159          191           271          228           96          870         1446          18
   61           87          147          247           327          334          186          909         1462          13
   62           48          304          342           445          339            3         1022         1507          20
   63           76           72          378           509          213          216          809         1426          10
   64            1          335          408           518          303          112          990         1514           1
   65          157          220          203           304          307          396          984         1491          17
   66          123          159          247           351          299          227          856         1440           9
   67           52           94          323           415          230          234          794         1416          12
   68          140          344          314           417          299          399          976         1488           9
   69          168           15          309           388          366          340         1016         1510          13
   70           92          384          338           421          234            7          957         1480          14
   71           59           51          326           406          327           11          933         1471          13
   72          100           10          336           415          348          189          923         1467           7
   73           84          293          271           352          266          234          886         1462          15
   74           66          118          305           402          206            7          899         1457          12
   75           98          107          259           339          260          352          881         1450          14
   76          103          154          228           308          202            6          879         1450          10
   77           70           81          366           490          325          311         1046         1542           3
   78          148           71          260           340          259          285          867         1445           1
   79            6           62          362           444          366           97         1012         1513          13
   80          165          335          260           340          400          373         1038         1512          15
   81           80          282          266           346          377          144          968         1487           4
   82           73          124          269           348          200          144          807         1421          11
   83           59           89          300           380          390          376         1027         1508           5
   84          125          175          234           335          206          286         1018         1544          12
   85           52          251          278           358          208           86          900         1461          17
   86           52          301          433           598          384          294          977         1488           9
   87          192          200          129           208          315          237          838         1433          12
   88          136          373          427           585          392           14          774         1408          13
   89           36          288          357           469          269          203          813         1424          13
   90          142          385          315           394          248          286          969         1509          18
   91           40          314          373           488          391           42          986         1492           2
   92           66            5          378           472          344          154          852         1439          18
   93           54          341          384           502          250          340          896         1456          17
   94          101           99          308           417          243          287          808         1422          11
   95          186          179          158           244          362          383          986         1492          18
   96           55          346          327           406          230          266          793         1416           5
   97          135          161          239           345          313           64          918         1465          19
   98           85           61          386           520          279          337          953         1484           9
   99           19           61          354           436          330          353         1025         1520          14
  100           87          164          329           466          201          195          774         1408           3
  101           80          392          373           470          357          202         1140         1605          14
  102           68          250          262           342          203           40          861         1443          18
  103          192          151          323           500          348          343         1003         1504          10
  104           47          190          275           356          359           42          774         1408           1
  105          193          390          373           492          248          124          826         1429           9
  106          184          282          216           304          218          134          854         1443           3
  107           86          112          400           567          299          270          856         1441           2
  108          165          126          211           296          248          126          947         1498          11
  109          178          103          333           485          355           41         1012         1506           3
  110           26          326          369           470          282          252          832         1431           6
  111            8           68          364           450          377           72         1004         1502          18
  112            2           52          368           448          279          262          840         1434          18
  113          199           45          431           599          384           72          944         1475          16
  114          124          179          325           485          234           73          876         1448           2
  115          168          223          225           346          310          363          970         1486           9
  116          166          357          282           361          223           41          939         1475           4
  117           73          292          278           357          285          184          788         1414          11
  118          160           62          268           349          361          236          900         1458          20
  119          190           27          372           502          287          279          893         1455           8
  120          180           15          351           458          384          248         1006         1510           3
  121          147          210          267           406          397          283          774         1408          10
  122          102           42          336           434          326           79          938         1473           9
  123            8          363          395           489          217          211          810         1427          12
  124          193           18          357           471          364          213          848         1437           6
  125           17          348          359           440          341           78          979         1494          19
