 NUMBER OF REQUESTS
 100

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          720415     6176264        375         495          538181      6086484        742          862           16
    2          711815     6208837        422         542          588257      6139249        733          853           10
    3          710831     6168718        360         471          528913      6152557        1032          1152           4
    4          662179     6199594        424         544          500074      6269745        849          969           4
    5          720134     6210199        441         561          585053      6140355        780          900           3
    6          723050     6178505        372         492          557926      6181752        740          860           9
    7          722462     6177770        365         485          609023      6077163        832          952           3
    8          719104     6173159        373         493          507721      6199180        824          944           3
    9          726755     6174369        454         574          522714      6075103        975          1095           6
    10          718638     6205725        423         543          526981      6257531        853          973           8
    11          665308     6126823        561         681          465029      6147733        923          1043           4
    12          714197     6169877        360         474          466076      6153323        816          936           3
    13          711357     6175122        385         505          468578      6147060        906          1026           14
    14          712256     6183711        367         487          604134      6229591        762          882           10
    15          724312     6179850        391         511          569239      6227022        783          903           7
    16          713038     6174563        425         545          527858      6099834        845          965           8
    17          680041     6165335        360         461          550967      6189326        799          919           16
    18          714000     6175858        361         481          460950      6153723        838          958           7
    19          729376     6171380        368         488          524269      6122271        763          883           3
    20          719162     6180836        440         560          559318      6372820        919          1039           7
    21          721643     6191903        400         520          575715      6233068        762          882           4
    22          713328     6180335        371         491          526379      6098375        751          871           15
    23          707883     6172444        409         529          551154      6085190        814          934           10
    24          718616     6178587        367         487          509955      6220242        919          1039           8
    25          692484     6114229        372         492          551548      6086116        793          913           9
    26          722535     6177884        378         498          525913      6100626        766          886           3
    27          717147     6175321        413         533          566795      6235297        868          988           6
    28          711404     6173040        416         536          571232      6217308        809          929           10
    29          725608     6177619        395         515          563362      6174239        774          894           15
    30          721531     6176620        401         521          590770      6143614        684          804           16
    31          727024     6174269        437         557          457130      6170154        873          993           8
    32          721822     6219434        466         586          533887      6226464        981          1101           6
    33          719715     6183738        366         486          467870      6149232        939          1059           3
    34          719111     6188923        403         523          573181      6218696        676          796           17
    35          702635     6157129        368         488          548053      6158338        805          925           7
    36          724934     6178541        420         540          586957      6140165        781          901           14
    37          716681     6177794        389         509          525684      6178370        798          918           15
    38          713787     6180528        412         532          485912      6227872        876          996           6
    39          695755     6172192        360         467          533521      6173360        814          934           9
    40          716455     6174308        407         527          505052      6116026        916          1036           10
    41          688659     6135290        360         452          535540      6175538        831          951           4
    42          700035     6214037        389         509          549189      6239861        820          940           12
    43          712269     6179072        398         518          520316      6122652        820          940           15
    44          705545     6162553        414         534          525481      6256968        874          994           9
    45          721971     6180065        370         490          530776      6123111        816          936           7
    46          688052     6135622        360         480          530073      6123607        798          918           11
    47          710100     6173389        360         476          573114      6224161        698          818           7
    48          698583     6194463        421         541          532346      6151566        747          867           17
    49          687421     6136064        360         459          468248      6165130        907          1027           12
    50          723831     6185066        392         512          565087      6258877        773          893           12
    51          692369     6171188        390         510          531606      6149056        703          823           8
    52          719783     6173144        386         506          565881      6236184        850          970           3
    53          724368     6184718        419         539          591924      6240805        746          866           16
    54          718910     6171709        433         553          507179      6176611        897          1017           10
    55          711004     6174193        394         514          535450      6215966        715          835           7
