 NUMBER OF REQUESTS
 50

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          677566     6187107        360         479          554919      6222034        790          910           13
    2          704974     6187689        388         508          470214      6227128        817          937           15
    3          725920     6171153        399         519          527566      6151530        820          940           16
    4          721735     6172681        369         489          574470      6220489        817          937           10
    5          635549     6078720        419         539          615720      6254287        761          881           11
    6          642394     6087294        387         507          574331      6229153        805          925           5
    7          720445     6174094        395         515          572933      6221459        732          852           16
    8          667347     6200876        414         534          534724      6176503        779          899           16
    9          720838     6176573        387         507          525977      6100069        796          916           11
    10          698384     6205845        428         548          603167      6256910        807          927           10
    11          710329     6166924        388         508          554891      6232852        756          876           14
    12          636913     6159494        412         532          610671      6088610        638          758           17
    13          722049     6178078        435         555          485820      6111806        880          1000           14
    14          688131     6209144        397         517          615421      6254076        774          894           3
    15          717215     6175185        362         482          564259      6258052        994          1114           6
    16          693876     6084034        397         517          529764      6222960        960          1080           5
    17          632262     6172762        371         491          485109      6251104        856          976           11
    18          716752     6174692        370         490          500397      6148579        874          994           15
    19          721394     6177473        404         524          474942      6164481        773          893           6
    20          670074     6177817        405         525          581744      6237857        753          873           8
    21          718321     6170178        368         488          491589      6088546        832          952           13
    22          640709     6143124        360         480          552524      6193139        666          786           13
    23          659585     6179186        377         497          574727      6227013        707          827           16
    24          725541     6167868        391         511          459828      6154150        808          928           6
    25          719836     6173647        369         489          533925      6225136        767          887           11
    26          723961     6177501        409         529          533427      6173092        749          869           5
    27          657940     6170567        360         462          615921      6254158        740          860           4
    28          686354     6099867        412         532          523693      6076767        752          872           11
    29          719962     6178008        425         545          574684      6227015        726          846           9
    30          684169     6099506        389         509          483742      6225905        778          898           9
    31          726829     6167226        416         536          478313      6244603        889          1009           13
    32          658032     6081691        460         580          573532      6230885        757          877           9
    33          654767     6185269        367         487          574359      6224340        703          823           16
    34          713085     6169929        398         518          555233      6192491        691          811           12
    35          727945     6174069        389         509          575020      6212907        825          945           3
    36          683346     6082035        467         587          530372      6134646        810          930           13
    37          687188     6161725        360         451          590982      6142551        726          846           7
    38          709031     6203861        375         495          588987      6135401        999          1119           3
    39          688775     6135270        360         451          598831      6147436        904          1024           3
    40          685488     6071992        434         554          545112      6158907        775          895           12
    41          675752     6123049        360         465          533530      6170874        732          852           8
    42          722319     6183712        368         488          470085      6195109        862          982           3
    43          699268     6185553        415         535          596980      6120648        891          1011           11
    44          725168     6174629        373         493          568105      6233579        783          903           10
    45          723717     6213658        453         573          522126      6102021        867          987           13
    46          715730     6221135        419         539          573241      6225585        803          923           16
    47          718355     6188224        420         540          520524      6283101        847          967           10
    48          704123     6193066        455         575          557210      6322362        913          1033           3
    49          700354     6153113        360         467          575715      6233072        786          906           15
    50          723136     6184197        394         514          591698      6231415        758          878           15
