 NUMBER OF REQUESTS
 30

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          681736     6202205        375         495          545244      6157347        909          1029           13
    2          701138     6151297        360         466          533203      6173313        794          914           13
    3          652039     6171578        360         475          562307      6223347        702          822           12
    4          715238     6169802        360         475          602378      6102041        708          828           3
    5          719124     6184427        375         495          548134      6158204        754          874           12
    6          723486     6178632        420         540          525924      6100351        829          949           13
    7          723734     6174878        367         487          521959      6153840        954          1074           5
    8          719290     6179227        438         558          534033      6225018        758          878           4
    9          726163     6176155        389         509          615509      6254278        693          813           10
    10          701535     6149745        370         490          530279      6147994        794          914           15
    11          649349     6143788        430         550          565076      6258543        835          955           10
    12          683341     6082139        407         527          521794      6186030        851          971           15
    13          693328     6218644        458         578          547316      6092003        783          903           9
    14          712360     6186497        375         495          570640      6217484        777          897           15
    15          699242     6145020        360         459          528634      6122391        808          928           8
    16          676778     6122151        360         462          531257      6123493        825          945           4
    17          727412     6176289        418         538          545983      6158761        730          850           17
    18          712877     6208050        388         508          463884      6151119        882          1002           11
    19          724400     6176858        373         493          495610      6178559        832          952           10
    20          718343     6201909        438         558          574717      6227013        741          861           17
    21          701712     6223742        429         549          534643      6121290        784          904           12
    22          724741     6180242        401         521          460548      6178831        873          993           15
    23          721167     6176441        422         542          521842      6185938        826          946           5
    24          708879     6184748        399         519          523424      6258056        773          893           9
    25          726250     6175111        387         507          522232      6207630        773          893           10
    26          725368     6188213        413         533          533251      6224481        784          904           15
    27          638448     6078069        466         586          490296      6119537        937          1057           4
    28          647218     6141401        407         527          454074      6215598        811          931           11
    29          719623     6184877        390         510          561445      6223124        716          836           4
    30          726534     6174565        413         533          565881      6236184        772          892           16
