 NUMBER OF REQUESTS
 30

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          704974     6187689        371         491          470214      6227128        947          1067           15
    2          725920     6171153        399         519          527566      6151530        787          907           16
    3          721735     6172681        369         489          574470      6220489        701          821           10
    4          635549     6078720        484         604          615720      6254287        818          938           11
    5          642394     6087294        510         630          574331      6229153        895          1015           5
    6          720445     6174094        374         494          572933      6221459        679          799           16
    7          667347     6200876        377         497          534724      6176503        756          876           16
    8          720838     6176573        393         513          525977      6100069        892          1012           11
    9          698384     6205845        443         563          603167      6256910        864          984           10
    10          710329     6166924        416         536          554891      6232852        860          980           14
    11          636913     6159494        412         532          610671      6088610        638          758           17
    12          722049     6178078        394         514          485820      6111806        823          943           14
    13          688131     6209144        413         533          615421      6254076        832          952           3
    14          717215     6175185        432         552          564259      6258052        732          852           6
    15          693876     6084034        404         524          529764      6222960        843          963           5
    16          632262     6172762        371         491          485109      6251104        832          952           11
    17          716752     6174692        403         523          500397      6148579        733          853           15
    18          721394     6177473        411         531          474942      6164481        850          970           6
    19          670074     6177817        405         525          581744      6237857        809          929           8
    20          718321     6170178        422         542          491589      6088546        776          896           13
    21          640709     6143124        360         480          552524      6193139        801          921           13
    22          659585     6179186        377         497          574727      6227013        713          833           16
    23          725541     6167868        392         512          459828      6154150        884          1004           6
    24          719836     6173647        369         489          533925      6225136        741          861           11
    25          723961     6177501        368         488          533427      6173092        775          895           5
    26          657940     6170567        360         462          615921      6254158        797          917           4
    27          686354     6099867        372         492          523693      6076767        848          968           11
    28          719962     6178008        413         533          574684      6227015        687          807           9
    29          684169     6099506        441         561          483742      6225905        908          1028           9
    30          726829     6167226        374         494          478313      6244603        865          985           13
