 NUMBER OF REQUESTS
 50

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          720415     6176264        404         524          538181      6086484        839          959           16
    2          711815     6208837        387         507          588257      6139249        713          833           10
    3          710831     6168718        360         471          528913      6152557        748          868           4
    4          662179     6199594        365         485          500074      6269745        894          1014           4
    5          720134     6210199        440         560          585053      6140355        717          837           3
    6          723050     6178505        409         529          557926      6181752        725          845           9
    7          722462     6177770        436         556          609023      6077163        692          812           3
    8          719104     6173159        360         480          507721      6199180        831          951           3
    9          726755     6174369        389         509          522714      6075103        794          914           6
    10          718638     6205725        463         583          526981      6257531        831          951           8
    11          665308     6126823        437         557          465029      6147733        868          988           4
    12          714197     6169877        460         580          466076      6153323        824          944           3
    13          711357     6175122        382         502          468578      6147060        895          1015           14
    14          712256     6183711        433         553          604134      6229591        694          814           10
    15          724312     6179850        415         535          569239      6227022        763          883           7
    16          713038     6174563        417         537          527858      6099834        836          956           8
    17          680041     6165335        360         461          550967      6189326        714          834           16
    18          714000     6175858        424         544          460950      6153723        846          966           7
    19          729376     6171380        424         544          524269      6122271        826          946           3
    20          719162     6180836        368         488          559318      6372820        877          997           7
    21          721643     6191903        401         521          575715      6233068        737          857           4
    22          713328     6180335        371         491          526379      6098375        816          936           15
    23          707883     6172444        418         538          551154      6085190        713          833           10
    24          718616     6178587        438         558          509955      6220242        870          990           8
    25          692484     6114229        393         513          551548      6086116        692          812           9
    26          722535     6177884        422         542          525913      6100626        789          909           3
    27          717147     6175321        376         496          566795      6235297        768          888           6
    28          711404     6173040        404         524          571232      6217308        734          854           10
    29          725608     6177619        393         513          563362      6174239        759          879           15
    30          721531     6176620        376         496          590770      6143614        867          987           16
    31          727024     6174269        407         527          457130      6170154        884          1004           8
    32          721822     6219434        418         538          533887      6226464        911          1031           6
    33          719715     6183738        366         486          467870      6149232        842          962           3
    34          719111     6188923        383         503          573181      6218696        711          831           17
    35          702635     6157129        471         591          548053      6158338        822          942           7
    36          724934     6178541        418         538          586957      6140165        739          859           14
    37          716681     6177794        404         524          525684      6178370        791          911           15
    38          713787     6180528        387         507          485912      6227872        955          1075           6
    39          695755     6172192        377         497          533521      6173360        785          905           9
    40          716455     6174308        396         516          505052      6116026        779          899           10
    41          688659     6135290        360         473          535540      6175538        763          883           4
    42          700035     6214037        428         548          549189      6239861        1059          1179           12
    43          712269     6179072        369         489          520316      6122652        809          929           15
    44          705545     6162553        360         469          525481      6256968        852          972           9
    45          721971     6180065        388         508          530776      6123111        753          873           7
    46          688052     6135622        360         458          530073      6123607        853          973           11
    47          710100     6173389        360         476          573114      6224161        785          905           7
    48          698583     6194463        474         594          532346      6151566        782          902           17
    49          687421     6136064        360         459          468248      6165130        918          1038           12
    50          723831     6185066        392         512          565087      6258877        1013          1133           12
