 NUMBER OF REQUESTS
 100

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          720683     6220162        424         544          532891      6223718        841          961           4
    2          721520     6174303        395         515          498716      6221569        932          1052           17
    3          718607     6191423        377         497          573516      6226689        769          889           10
    4          639863     6162558        378         498          588124      6228133        863          983           5
    5          724421     6180436        424         544          537062      6222060        822          942           4
    6          638158     6137786        390         510          602301      6147956        869          989           6
    7          685597     6157244        360         444          471662      6105055        904          1024           4
    8          657716     6156345        424         544          563954      6257950        737          857           17
    9          724079     6179620        409         529          570158      6224087        878          998           5
    10          721747     6191123        404         524          445420      6212541        892          1012           4
    11          716296     6180966        385         505          532974      6172680        809          929           8
    12          723944     6177582        427         547          575704      6232998        772          892           12
    13          724034     6180167        439         559          545234      6089613        925          1045           4
    14          718939     6174629        394         514          570063      6255827        760          880           11
    15          720260     6207482        387         507          570782      6224793        753          873           6
    16          703791     6210825        408         528          574602      6226391        747          867           7
    17          717829     6187552        384         504          571521      6221261        726          846           5
    18          689170     6099308        393         513          559352      6219725        762          882           7
    19          704930     6173568        360         473          565931      6236972        825          945           8
    20          708746     6197146        419         539          513415      6173759        771          891           16
    21          690749     6160832        360         451          614493      6254864        824          944           5
    22          688373     6154999        360         446          572120      6223281        716          836           5
    23          718306     6174283        412         532          459228      6154062        836          956           7
    24          720869     6177066        383         503          570702      6225042        713          833           7
    25          691570     6066322        411         531          565087      6258877        848          968           16
    26          662989     6187584        360         478          564719      6230340        800          920           8
    27          706084     6172268        386         506          568486      6219296        893          1013           7
    28          718975     6218509        444         564          446675      6234221        940          1060           7
    29          708968     6203918        436         556          610120      6089327        723          843           10
    30          669697     6075756        462         582          517911      6186575        801          921           8
    31          725886     6169914        424         544          531601      6245984        799          919           14
    32          723284     6215260        405         525          505468      6088546        871          991           16
    33          659256     6195317        421         541          562601      6260684        806          926           7
    34          659835     6179337        390         510          575364      6213488        814          934           13
    35          714116     6172693        390         510          558981      6320928        938          1058           9
    36          657180     6192941        373         493          469731      6196542        952          1072           16
    37          726176     6166730        370         490          551560      6153764        708          828           9
    38          718474     6177041        421         541          611072      6081222        695          815           14
    39          717873     6190872        411         531          518687      6123404        887          1007           13
    40          722340     6178695        405         525          554100      6235133        844          964           12
    41          697736     6203426        381         501          582100      6258738        753          873           15
    42          723907     6179260        394         514          572151      6223469        741          861           15
    43          675100     6158539        395         515          448936      6221044        910          1030           13
    44          713247     6169397        360         475          475999      6148312        773          893           5
    45          717550     6177078        364         484          590857      6365870        820          940           7
    46          717011     6174870        362         482          538447      6202571        830          950           6
    47          676191     6061763        447         567          553124      6317910        964          1084           10
    48          726671     6175259        404         524          574685      6225122        764          884           8
    49          676349     6121125        360         471          508267      6200451        824          944           12
    50          685451     6073040        411         531          573408      6222752        790          910           9
    51          640802     6070651        496         616          464691      6147641        960          1080           3
    52          688464     6121828        360         477          445420      6212541        919          1039           17
    53          718586     6172267        376         496          456279      6267555        843          963           5
    54          718343     6201909        429         549          481638      6147500        820          940           14
    55          724756     6177541        404         524          533605      6150775        781          901           9
    56          716467     6189490        427         547          559240      6211879        802          922           5
    57          712115     6209166        449         569          549490      6181744        791          911           15
    58          698392     6212898        414         534          581851      6242396        739          859           9
    59          720178     6207865        402         522          585035      6255127        901          1021           5
    60          722465     6176575        431         551          593306      6259432        788          908           13
    61          669277     6176686        360         473          573853      6225595        796          916           16
    62          720806     6191550        427         547          558174      6369831        900          1020           12
    63          718068     6192501        379         499          578162      6335661        894          1014           11
    64          724342     6176183        384         504          503444      6136503        845          965           3
    65          721899     6173213        367         487          532879      6175019        725          845           8
    66          722972     6180846        391         511          549189      6239861        815          935           10
    67          715656     6174624        368         488          574188      6222517        770          890           14
    68          711968     6167582        362         482          563211      6258136        710          830           14
    69          728438     6172609        396         516          497386      6101095        830          950           10
    70          661183     6131723        360         470          465523      6147477        810          930           16
    71          722742     6175894        369         489          564455      6173569        750          870           8
    72          722387     6177284        422         542          574421      6223616        760          880           6
    73          718712     6200947        404         524          559214      6212000        787          907           7
    74          679219     6176465        516         636          570296      6224619        769          889           4
    75          684135     6073745        430         550          518445      6148917        813          933           7
    76          695992     6218085        390         510          563970      6260385        788          908           10
    77          705969     6172301        408         528          553001      6191248        756          876           12
    78          721610     6178461        383         503          455256      6215189        944          1064           4
    79          717784     6210913        448         568          504391      6116393        957          1077           8
    80          718516     6180117        407         527          463449      6268326        820          940           10
    81          719267     6179178        367         487          575387      6258876        876          996           7
    82          718359     6210709        429         549          585872      6138104        764          884           14
    83          722438     6177963        405         525          534298      6226397        886          1006           10
