 NUMBER OF REQUESTS
 200

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          704974     6187689        424         544          470214      6227128        898          1018           15
    2          725920     6171153        415         535          527566      6151530        752          872           16
    3          721735     6172681        391         511          574470      6220489        712          832           10
    4          635549     6078720        461         581          615720      6254287        793          913           11
    5          642394     6087294        487         607          574331      6229153        806          926           5
    6          720445     6174094        409         529          572933      6221459        723          843           16
    7          667347     6200876        377         497          534724      6176503        735          855           16
    8          720838     6176573        425         545          525977      6100069        815          935           11
    9          698384     6205845        447         567          603167      6256910        1058          1178           10
    10          710329     6166924        376         496          554891      6232852        709          829           14
    11          636913     6159494        430         550          610671      6088610        712          832           17
    12          722049     6178078        376         496          485820      6111806        801          921           14
    13          688131     6209144        372         492          615421      6254076        807          927           3
    14          717215     6175185        380         500          564259      6258052        746          866           6
    15          693876     6084034        402         522          529764      6222960        760          880           5
    16          632262     6172762        389         509          485109      6251104        857          977           11
    17          716752     6174692        398         518          500397      6148579        870          990           15
    18          721394     6177473        384         504          474942      6164481        893          1013           6
    19          670074     6177817        360         466          581744      6237857        794          914           8
    20          718321     6170178        408         528          491589      6088546        901          1021           13
    21          640709     6143124        403         523          552524      6193139        788          908           13
    22          659585     6179186        401         521          574727      6227013        798          918           16
    23          725541     6167868        389         509          459828      6154150        833          953           6
    24          719836     6173647        383         503          533925      6225136        833          953           11
    25          723961     6177501        368         488          533427      6173092        795          915           5
    26          657940     6170567        360         462          615921      6254158        772          892           4
    27          686354     6099867        468         588          523693      6076767        838          958           11
    28          719962     6178008        415         535          574684      6227015        705          825           9
    29          684169     6099506        370         490          483742      6225905        784          904           9
    30          726829     6167226        414         534          478313      6244603        827          947           13
    31          658032     6081691        390         510          573532      6230885        821          941           9
    32          654767     6185269        367         487          574359      6224340        691          811           16
    33          713085     6169929        415         535          555233      6192491        731          851           12
    34          727945     6174069        368         488          575020      6212907        760          880           3
    35          683346     6082035        391         511          530372      6134646        846          966           13
    36          687188     6161725        360         451          590982      6142551        719          839           7
    37          709031     6203861        416         536          588987      6135401        763          883           3
    38          688775     6135270        360         451          598831      6147436        662          782           3
    39          685488     6071992        419         539          545112      6158907        776          896           12
    40          675752     6123049        412         532          533530      6170874        715          835           8
    41          722319     6183712        368         488          470085      6195109        974          1094           3
    42          699268     6185553        380         500          596980      6120648        812          932           11
    43          725168     6174629        373         493          568105      6233579        834          954           10
    44          723717     6213658        432         552          522126      6102021        920          1040           13
    45          715730     6221135        463         583          573241      6225585        798          918           16
    46          718355     6188224        375         495          520524      6283101        902          1022           10
    47          704123     6193066        363         483          557210      6322362        996          1116           3
    48          700354     6153113        365         485          575715      6233072        714          834           15
    49          723136     6184197        415         535          591698      6231415        715          835           15
    50          708884     6204068        391         511          570766      6203712        890          1010           5
    51          720617     6211329        432         552          580571      6142151        747          867           14
    52          693548     6170558        360         469          455166      6165096        805          925           14
    53          721309     6179085        393         513          565881      6236184        771          891           13
    54          723263     6178239        423         543          571517      6219808        759          879           11
    55          719251     6175356        414         534          533493      6174730        754          874           10
    56          719633     6181849        427         547          531772      6208497        809          929           3
    57          719962     6178008        396         516          567762      6211622        810          930           11
    58          723991     6180148        409         529          571899      6214089        743          863           14
    59          723167     6213628        404         524          587125      6250622        752          872           17
    60          716637     6176843        361         481          569859      6228097        711          831           5
    61          712634     6216229        424         544          471662      6105055        852          972           11
    62          722568     6177518        378         498          491134      6293731        886          1006           16
    63          678865     6206730        425         545          604876      6146832        651          771           4
    64          674873     6131950        444         564          552625      6187558        704          824           9
    65          709745     6182171        372         492          547219      6217109        735          855           17
    66          648643     6142563        387         507          457059      6254341        907          1027           15
    67          693775     6133941        360         480          548241      6216937        707          827           14
    68          726850     6174710        417         537          565881      6236184        748          868           8
