 NUMBER OF REQUESTS
 100

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          716808     6188569        368         488          584312      6139397        798          918           4
    2          723223     6178173        367         487          512477      6185783        842          962           4
    3          725316     6178516        409         529          565881      6236184        841          961           11
    4          720602     6181329        424         544          557661      6192874        701          821           5
    5          722909     6178310        416         536          500078      6269745        843          963           13
    6          704983     6218631        395         515          553772      6190983        764          884           12
    7          650211     6143651        434         554          601201      6102741        721          841           14
    8          675739     6064452        442         562          586652      6137667        751          871           13
    9          719286     6174665        370         490          480363      6178063        853          973           12
    10          727591     6173459        378         498          558174      6369831        901          1021           14
    11          721740     6179833        415         535          569301      6336868        826          946           12
    12          688638     6066752        406         526          529602      6149628        775          895           12
    13          685375     6099223        406         526          610110      6089119        773          893           15
    14          727247     6173344        403         523          466243      6147569        873          993           14
    15          720234     6171527        423         543          547252      6158792        942          1062           3
    16          686488     6181892        470         590          601688      6098734        753          873           3
    17          722720     6173194        416         536          549809      6100818        824          944           10
    18          725894     6172170        402         522          517625      6143306        805          925           12
    19          663248     6065181        469         589          564719      6230340        840          960           13
    20          702611     6223244        425         545          575261      6225111        780          900           15
    21          716867     6220310        456         576          478324      6153797        907          1027           3
    22          720891     6176457        376         496          574197      6222839        733          853           16
    23          714316     6180207        366         486          483511      6257981        819          939           9
    24          677652     6088645        455         575          480580      6091552        847          967           11
    25          698871     6185847        365         485          609707      6074213        701          821           14
    26          720215     6208109        387         507          609996      6089557        789          909           6
    27          698282     6194382        440         560          592044      6140563        706          826           4
    28          696275     6220307        447         567          586112      6136381        713          833           5
    29          637710     6078139        430         550          575710      6226271        754          874           15
    30          723904     6180112        438         558          578438      6202849        708          828           11
    31          717398     6182604        377         497          577137      6229790        730          850           16
    32          716434     6203330        406         526          548892      6101242        771          891           16
    33          714881     6176375        360         479          591968      6138347        722          842           4
    34          636804     6090537        393         513          613936      6133135        657          777           11
    35          693726     6203334        498         618          574166      6225319        778          898           3
    36          723262     6174599        395         515          525957      6178672        920          1040           11
    37          718024     6169678        425         545          509913      6220688        975          1095           17
    38          722641     6172870        433         553          556382      6223647        794          914           5
    39          635651     6135564        375         495          589853      6141311        711          831           7
    40          699086     6145012        360         454          488520      6167288        783          903           3
    41          721791     6181108        374         494          579782      6270891        780          900           11
    42          715704     6181121        384         504          603504      6101330        774          894           7
    43          731013     6167971        418         538          502893      6126638        858          978           15
    44          688656     6208200        432         552          573181      6218696        864          984           12
    45          714143     6181226        391         511          519323      6097846        787          907           10
    46          713838     6174253        360         477          530251      6151302        866          986           4
    47          724817     6179625        398         518          543094      6083004        785          905           6
    48          718578     6179768        390         510          487256      6108097        862          982           16
    49          714028     6181092        371         491          564717      6230332        813          933           14
    50          707251     6182634        381         501          615770      6090070        742          862           10
    51          696713     6159709        360         463          602110      6103683        810          930           12
    52          723084     6185498        404         524          563622      6259938        809          929           15
    53          722119     6180985        414         534          547153      6158742        929          1049           3
