 NUMBER OF REQUESTS
 100

 NUMBER OF CROSSDOCKS
  1

 VEHICLE CAPACITY          VEHICLE SPEED
       33                        60

 UNIT_TIME_FOR_PALLET      FIXED_TIME_PREPARATION
   1                             10
 REQUEST      SUPPLIER                                            CUSTOMER
 CUST NO.     XCOORD.     YCOORD.     READY TIME     DUE DATE     XCOORD.     YCOORD.     READY TIME     DUE DATE     DEMAND
    0          677908     6150220         0          10000        677908      6150220         0           10000         0
    1          704974     6187689        404         524          470214      6227128        860          980           15
    2          725920     6171153        395         515          527566      6151530        812          932           16
    3          721735     6172681        411         531          574470      6220489        720          840           10
    4          635549     6078720        452         572          615720      6254287        805          925           11
    5          642394     6087294        478         598          574331      6229153        780          900           5
    6          720445     6174094        374         494          572933      6221459        706          826           16
    7          667347     6200876        414         534          534724      6176503        832          952           16
    8          720838     6176573        417         537          525977      6100069        831          951           11
    9          698384     6205845        402         522          603167      6256910        799          919           10
    10          710329     6166924        381         501          554891      6232852        777          897           14
    11          636913     6159494        430         550          610671      6088610        700          820           17
    12          722049     6178078        393         513          485820      6111806        836          956           14
    13          688131     6209144        426         546          615421      6254076        784          904           3
    14          717215     6175185        362         482          564259      6258052        744          864           6
    15          693876     6084034        418         538          529764      6222960        791          911           5
    16          632262     6172762        389         509          485109      6251104        908          1028           11
    17          716752     6174692        370         490          500397      6148579        758          878           15
    18          721394     6177473        410         530          474942      6164481        844          964           6
    19          670074     6177817        360         466          581744      6237857        750          870           8
    20          718321     6170178        390         510          491589      6088546        876          996           13
    21          640709     6143124        386         506          552524      6193139        661          781           13
    22          659585     6179186        401         521          574727      6227013        748          868           16
    23          725541     6167868        392         512          459828      6154150        857          977           6
    24          719836     6173647        396         516          533925      6225136        792          912           11
    25          723961     6177501        409         529          533427      6173092        769          889           5
    26          657940     6170567        360         462          615921      6254158        819          939           4
    27          686354     6099867        386         506          523693      6076767        802          922           11
    28          719962     6178008        411         531          574684      6227015        722          842           9
    29          684169     6099506        447         567          483742      6225905        892          1012           9
    30          726829     6167226        374         494          478313      6244603        878          998           13
    31          658032     6081691        409         529          573532      6230885        801          921           9
    32          654767     6185269        367         487          574359      6224340        676          796           16
    33          713085     6169929        362         482          555233      6192491        685          805           12
    34          727945     6174069        386         506          575020      6212907        764          884           3
    35          683346     6082035        411         531          530372      6134646        954          1074           13
    36          687188     6161725        397         517          590982      6142551        701          821           7
    37          709031     6203861        388         508          588987      6135401        776          896           3
    38          688775     6135270        410         530          598831      6147436        767          887           3
    39          685488     6071992        400         520          545112      6158907        865          985           12
    40          675752     6123049        360         465          533530      6170874        801          921           8
    41          722319     6183712        381         501          470085      6195109        995          1115           3
    42          699268     6185553        362         482          596980      6120648        756          876           11
    43          725168     6174629        419         539          568105      6233579        810          930           10
    44          723717     6213658        428         548          522126      6102021        805          925           13
    45          715730     6221135        432         552          573241      6225585        767          887           16
    46          718355     6188224        433         553          520524      6283101        815          935           10
    47          704123     6193066        363         483          557210      6322362        895          1015           3
    48          700354     6153113        360         467          575715      6233072        724          844           15
    49          723136     6184197        407         527          591698      6231415        771          891           15
    50          708884     6204068        377         497          570766      6203712        997          1117           5
    51          720617     6211329        444         564          580571      6142151        735          855           14
    52          693548     6170558        369         489          455166      6165096        829          949           14
    53          721309     6179085        375         495          565881      6236184        781          901           13
    54          723263     6178239        374         494          571517      6219808        769          889           11
    55          719251     6175356        368         488          533493      6174730        815          935           10
    56          719633     6181849        365         485          531772      6208497        771          891           3
    57          719962     6178008        392         512          567762      6211622        719          839           11
    58          723991     6180148        422         542          571899      6214089        747          867           14
    59          723167     6213628        404         524          587125      6250622        762          882           17
    60          716637     6176843        430         550          569859      6228097        737          857           5
    61          712634     6216229        410         530          471662      6105055        872          992           11
    62          722568     6177518        394         514          491134      6293731        872          992           16
    63          678865     6206730        449         569          604876      6146832        787          907           4
    64          674873     6131950        360         457          552625      6187558        872          992           9
    65          709745     6182171        372         492          547219      6217109        731          851           17
    66          648643     6142563        360         475          457059      6254341        895          1015           15
    67          693775     6133941        391         511          548241      6216937        703          823           14
    68          726850     6174710        372         492          565881      6236184        758          878           8
    69          675172     6141589        360         451          555985      6089759        723          843           12
    70          715941     6174492        398         518          570576      6235607        833          953           17
    71          722688     6174964        441         561          573556      6222719        716          836           3
    72          688295     6154632        426         546          557647      6367210        959          1079           10
    73          719425     6199889        433         553          588650      6138086        724          844           15
    74          723368     6177211        425         545          591622      6133080        706          826           6
    75          714651     6192727        428         548          550540      6099289        760          880           16
    76          692561     6170383        360         464          569124      6221331        745          865           10
    77          646008     6125516        508         628          574590      6224761        812          932           12
    78          719615     6183062        372         492          616066      6253206        770          890           9
    79          720007     6183175        401         521          484659      6172926        793          913           12
    80          721383     6174339        390         510          528913      6152557        826          946           7
    81          721737     6191291        399         519          446675      6234221        937          1057           9
    82          727520     6173817        414         534          492186      6088456        859          979           17
    83          714164     6178664        362         482          586643      6139541        707          827           6
    84          714234     6221025        451         571          585783      6135931        745          865           7
    85          666360     6200829        387         507          577299      6228915        695          815           8
    86          677076     6124305        360         458          533687      6232790        836          956           3
    87          720605     6174828        372         492          528998      6077651        794          914           13
    88          719463     6171739        421         541          574533      6228148        728          848           12
    89          715587     6195470        399         519          561445      6223124        878          998           3
    90          700186     6153389        360         460          473427      6169483        823          943           8
    91          722050     6211236        444         564          549909      6100615        931          1051           3
    92          724856     6178466        392         512          491994      6088326        852          972           7
    93          710158     6094459        461         581          532986      6174786        795          915           14
    94          686499     6143831        480         600          586124      6135874        760          880           5
    95          722664     6180632        368         488          569239      6227022        785          905           4
    96          684559     6072732        420         540          527179      6258725        970          1090           9
    97          726654     6181034        396         516          532306      6148387        804          924           14
    98          713056     6183824        424         544          509508      6173487        746          866           6
    99          709712     6198124        380         500          533457      6226694        817          937           13
    100          725912     6170846        369         489          574655      6224752        701          821           7
